movie_id,director,leads
FS20204264,엄태화,이병헌|박서준|박보영
FS20170942,김지운,강동원(임중경)|한효주(이윤희)|윤호림(시위대)
FS20136063,안상훈,신하균|장혁|강한나
FS20174622,크리스토퍼 랜던,제시카 로테|이스라엘 브로우사드
FS20156554,허종호,김명민(윤겸)|김인권(성한)|이혜리(명)
FS20113862,크리스 밀러,안토니오 반데라스|셀마 헤이엑|자크 갈리피아나키스
FS20205402,월트 도른,안나 켄드릭|저스틴 팀버레이크
FS20112911,김한민,박해일(남이)|류승룡|김무열(서군)
FS20252527,가렛 에드워즈,스칼렛 요한슨|마허샬라 알리|조나단 베일리
FS20050082,미셸 공드리,짐 캐리|케이트 윈슬렛|커스틴 던스트
FS20167902,김봉한,손현주|장혁
FS20192194,,
FS20129606,국동석,손예진(다은)|김갑수(순만 )|임형준
FS20142406,조성희,이제훈(홍길동)|김성균(강성일)
FS20162967,존 파브로,닐 세티|빌 머레이|스칼렛 요한슨
FS20134983,나가미네 타츠야,타나카 마유미|나카이 카즈야
FS20187322,이계벽,차승원(철수 )|엄채영(샛별 )|박해준(영수)
FS20185784,육상효,신하균(세하)|이광수(동구)|이솜(미현)
FS20048799,야마모토 야스이치로,김선혜|강수진|이정구
FS20128143,사이먼 웨스트,실베스터 스탤론|브루스 윌리스|아놀드 슈왈제네거
FS20131304,장철수,김수현(원류환)|박기웅(리해랑)|이현우(리해진)
FS20124934,김기덕,조민수(미선)|이정진(강도)
FS20198681,제이크 캐스단,드웨인 존슨|잭 블랙|케빈 하트
FS20140842,리들리 스콧,크리스찬 베일|조엘 에저튼|시고니 위버
FS20068659,야마모토 야스이치로,타카야마 미나미|야마자키 와카나
FS20134590,최호,이정재(최익호)|신하균(에이스)|이성민(최영호)
FS20113532,박철관,고현정(천수로)|유해진(빨간구두)|성동일(성반장)
FS20226270,신카이 마코토,하라 나노카|마츠무라 호쿠토
FS20148842,장진,김성균|조진웅(상연)|윤진이
FS20183288,도노반 마시,제라드 버틀러|게리 올드만
FS20200142,곽경택,주원|곽도원|유재명(인기)
FS20148188,김현석,김윤석|정우|한효주(젊은 민지영)
FS20148648,카메가키 하지메,강수진(루팡 3세 목소리 )|김선혜(코난 목소리 )
FS20168361,다라 오코넬,
FS20182421,스콧 모시어,베네딕트 컴버배치
FS20137815,롤랜드 에머리히,채닝 테이텀|제이미 폭스|매기 질렌할
FS20170669,이장훈,소지섭(우진)|손예진(수아)|김선웅(우진 무술 대역)
FS20136741,마스이 소이치,
FS20156207,퍼갈 레일리,
FS20164621,크리스토퍼 놀란,톰 하디|마크 라이런스|케네스 브래너
FS20113883,이인항,여명(유방)|유역비(우희 )|풍소봉(항우 )
FS20060149,존 라세터,오웬 윌슨(맥퀸)|폴 뉴먼(닥 허드슨)
FS20228532,김한민,김효주(기생10)|박해일(이순신)|변요한(와키자카 야스하루)
FS20168323,연상호,류승룡(신석헌)|심은경(신루미)
FS20150501,타카하시 시게하루,
FS20130021,박흥식,이병헌(유백)|전도연(월소)|김고은(홍이)
FS20123333,크리스토퍼 맥쿼리,톰 크루즈|로자먼드 파이크|로버트 듀발
FS20252432,재러드 부시,지니퍼 굿윈|제이슨 베이트먼|키 호이 콴
FS20232025,스티븐 카플 주니어,안소니 라모스|피터 딘클리지
FS20149859,에릭 다넬,베네딕트 컴버배치|존 말코비치|톰 맥그라스
FS20124045,문현성,하지원(현정화)|배두나(리분희)
FS20155761,야마모토 야스이치로,
FS20191589,요아킴 뢰닝,안젤리나 졸리|엘 패닝|미셀 파이퍼
FS20070264,브래드 버드,패튼 오스왈트|루 로마노|피터 손(에밀)
FS20130566,오승욱,김남길|전도연(김혜경)|박성웅(박준길)
FS20170982,요아킴 뢰닝,조니 뎁|카야 스코델라리오|올랜도 블룸
FS20181443,로슨 마샬 터버,드웨인 존슨|파블로 쉬레이버|니브 캠벨
FS20125647,렌 와이즈먼,콜린 파렐(더그 퀘이드)|케이트 베킨세일(로리)|제시카 비엘
FS20010292,피터 닥터,존 굿맨|빌리 크리스탈
FS20168688,폴 W.S. 앤더슨,밀라 요보비치|알리 라터|이아인 글렌
FS20185478,최신규,"이지현(차탄 목소리)|김용준(차산, 코어)|김용준(차산/코어 목소리)"
FS20134267,피터 잭슨,마틴 프리먼|베네딕트 컴버배치|케이트 블란쳇
FS20207443,피트 닥터,제이미 폭스|티나 페이
FS20121549,이종필,김인권|류현경|김수미
FS20125086,리들리 스콧,누미 라파스|마이클 패스벤더|샤를리즈 테론
FS20228819,남대중,강하늘(노정열)|정소민(홍나라)|조민수(도보배)
FS20137121,제임스 맨골드,휴 잭맨(울버린)|사나다 히로유키(야시다 신겐)|윌 윤 리(하라다 /실버 사무라이)
FS20193666,정세교,나문희(오문희)|이희준(두원)|김예은(한재숙)
FS20246489,크리스토퍼 맥쿼리,톰 크루즈|헤일리 앳웰|빙 라메스
FS20124142,올리비에르 나카체,프랑수아 클뤼제(필립)|오마 사이(드리스)
FS20199500,천명관,정우(희수)|김갑수(손영감)|최무성(용강)
FS20131221,공자관,이은미|지나(화영)
FS20184187,임경택,이시영(박인애)|박세완(박은혜)|이준혁(한정우)
FS20183238,밥 퍼시케티,샤메익 무어(마일스 모랄레스)|헤일리 스테인펠드(스파이더 그웬)|니콜라스 케이지(스파이더맨 누아르)
FS20137549,데이빗 소렌,라이언 레이놀즈(터보)|폴 지아마티(체트)|마이클 페나(티토)
FS20127595,박홍수,최승현(명훈)|한예리(혜인)
FS20140193,천성일,설경구|여진구
FS20153447,이병헌,이성민(석근)|신하균|송지효
FS20183073,라세 할스트롬,조시 게드|데니스 퀘이드|브릿 로버트슨
FS20145141,데이미언 셔젤,마일즈 텔러(앤드류)|J.K. 시몬스(플레쳐)
FS20176947,스티븐 크보스키,줄리아 로버츠(이사벨)|오웬 윌슨(네이트)|제이콥 트렘블레이(어기)
FS20185242,김병갑,조현정(신비 목소리)|김영은(하리 목소리)|김채하(두리 목소리)
FS20177005,김대웅,유해진|이성경|김민재(성웅)
FS20123201,최승호,마동석|이승연|민지현
FS19930176,스티븐 스필버그,샘 닐(앨런 그랜트 박사)|로라 던(엘리 새틀러 박사)|제프 골드블럼(이안 말콤 박사)
FS20235974,켈시 만,에이미 포엘러|토니 헤일
FS20161561,다라 오코넬,하성용(바나클)|정재헌(콰지)|엄상현(페이소)
FS20180542,제임스 폴리,다코타 존슨|제이미 도넌
FS20185352,조던 필,루피타 뇽오|윈스턴 듀크|엘리자베스 모스
FS20124082,김용화,서교|성동일
FS20147930,임찬상,조정석|신민아
FS20149811,스티븐 쿼일,리차드 아미티지|사라 웨인 콜리스|제레미 섬터
FS20184891,제프 파울러,제임스 마스던(톰 와코우스키)|짐 캐리(닥터 아이보 로보트닉)|벤 슈왈츠(소닉 더 헤지혹)
FS20155423,드니 빌뇌브,에밀리 블런트|베니시오 델 토로|조슈 브롤린
FS20136962,딘 패리소트,브루스 윌리스(프랭크 모세)|존 말코비치(마빈 보그스)|메리-루이스 파커(사라 로즈)
FS20110906,황병국,엄태웅(김성범)|주원(김호룡)|정진영(황두수)
FS20189663,신재호,정려원|임창정(규철)|정상훈(민욱)
FS20130561,권칠인,엄정화(정신혜)|문소리|조민수
FS20193822,니키 카로,유역비|이연걸|공리
FS20140226,피터 잭슨,마틴 프리먼|이안 맥켈런|리차드 아미티지
FS20164174,박훈정,장동건|김명민|박희순
FS20217335,잭 스나이더,벤 애플렉|헨리 카빌|갤 가돗
FS20188421,김태윤,이성민(주태주)|이성민(모기1)|김서형(민수희)
FS20142407,박진표,이승기|문채원
FS20199448,장규성,이동휘(정엽)|유선(지숙)|최명빈(다빈)
FS20147247,노암 머로,레나 헤디|에바 그린|설리반 스탭플턴
FS20141261,개리 쇼어,루크 에반스|도미닉 쿠퍼
FS20162941,제임스 완,베라 파미가|패트릭 윌슨|프란카 포텐테
FS20111113,조 존스톤,"휴고 위빙(요한 슈미트, 레드 스컬 )|헤일리 앳웰(페기 카터 )|크리스 에반스(스티브 로저스, 캡틴 아메리카 )"
FS20162002,시즈노 코분,
FS20134046,벤 스틸러,벤 스틸러|크리스틴 위그|숀 펜
FS20170124,시즈노 코분,
FS20170658,김병우,하정우(에이헵)|이선균
FS20196478,윤제균,정성화(안중근)|김고은(설희)|나문희(조마리아)
FS20123381,안권태,유아인(강철)|김해숙(순이)|정유미(수지)
FS20133602,대런 아로노프스키,러셀 크로우|엠마 왓슨|로건 레먼
FS20254121,이상민,김혜윤|이종원|김준한
FS20154908,추창민,류승룡(최현수)|장동건(오영제)|송새벽(안승환)
FS20113916,전계수,하정우(주월/마형사)|공효진(희진/혜영)|김재화(주희)
FS20058720,야마모토 야스이치로,타카야마 미나미|야마자키 와카나|카미야 아키라(모리 코고로)
FS20112621,가이 리치,로버트 다우니 주니어|주드 로
FS20149062,김아론,오지호|강예원(길신설)
FS20212618,제프 파울러,제임스 마스던|짐 캐리|벤 슈왈츠
FS20135241,조나단 레빈,니콜라스 홀트(R)|테레사 팔머(줄리)|존 말코비치(그리지오)
FS20199842,리 워넬,엘리자베스 모스
FS20183479,타카하시 와타루,박영남(짱구 (한국어 목소리))|강희선(엄마/맹구 (한국어 목소리))|김환진(아빠 (한국어 목소리))
FS20111249,존 라세터,오웬 윌슨(라이트닝 맥퀸 )|마이클 케인(핀 맥미사일 )
FS20148461,손용호,김상경|김성균|박성웅(조강천)
FS20218800,임대희,마동석(바우)|서현(샤론)|이다윗(김군)
FS20168250,노동석,강동원(건우)|김의성(민씨)|한효주(전선영)
FS20131246,개빈 후드,해리슨 포드|에이사 버터필드|헤일리 스테인펠드
FS20179281,드니 빌뇌브,에이미 아담스|제레미 레너|포레스트 휘테커
FS20136761,라자 고스넬,박명수|닐 패트릭 해리스|크리스티나 리치
FS20207893,,다니엘 래드클리프|이안 하트
FS20214981,폴 W.S. 앤더슨,밀라 요보비치|토니 자
FS20124136,에릭 다넬,벤 스틸러(알렉스)|크리스 록(마티)|데이빗 쉼머(멜먼)
FS20110659,마이클 베이,조쉬 더하멜(Lt. 코널 윌리엄 레녹스)|존 말코비치(브루스 )|로지 헌팅턴-휘틀리(칼리 )
FS20211937,박훈정,김선호|강태주|김강우
FS20147947,정범식,조여정(백보희)|클라라|김태우(구강성)
FS20197434,이준익,설경구(정약전)|변요한(창대)|이미은(뱃사공2)
FS20070061,마이클 베이,샤이아 라보프(샘 윗윅키)|메간 폭스
FS20137562,쏘어 프류덴탈,로건 레먼(퍼시 잭슨)|알렉산드라 다드다리오(아나베스 체이스)|브랜든 T. 잭슨(그로버 언더우드)
FS20184571,허진호,최민식(장영실)|한석규(세종)
FS20198430,라이언 존슨,다니엘 크레이그|크리스 에반스|아나 디 아르마스
FS20198598,롭 레터맨,라이언 레이놀즈|저스티스 스미스|캐서린 뉴튼
FS20205986,정가영,전종서(자영)|손석구(우리)
FS19920231,게리 트러스데일,페이지 오하라|로비 벤슨
FS20192401,제임스 맨골드,맷 데이먼|크리스찬 베일
FS20123329,J.J. 에이브럼스,크리스 파인|칼 어번|조 샐다나
FS20100188,임상수,"전도연(하녀, 은이)|이정재(주인남자, 훈)|윤여정(하녀, 병식)"
FS20113653,브래드 페이튼,드웨인 존슨|마이클 케인|조쉬 허처슨
FS20143754,클린트 이스트우드,브래들리 쿠퍼|시에나 밀러
FS20151003,허정,염정아|박혁권
FS20152782,이철하,강예원(강수아)|이상윤(나남수)|최진호(장원장)
FS20134028,폴 W.S. 앤더슨,킷 해링턴|에밀리 브라우닝|키퍼 서덜랜드
FS20111540,라자 고스넬,닐 패트릭 해리스|행크 아자리아|이하늬(스머페트 한국어 더빙)
FS20158984,세딕 니콜라스 트로얀,크리스 헴스워스|샤를리즈 테론|에밀리 블런트
FS20235735,제임스 완,제이슨 모모아|패트릭 윌슨|야히아 압둘 마틴 2세
FS20129787,이정호,정재영|이성민(장억관)
FS20126686,우디 앨런,오웬 윌슨|마리옹 꼬띠아르|레이첼 맥아담스
FS20100213,류승완,황정민(최철기)|류승범(주양)|천호진(강국장)
FS20110249,유하,송강호(조상길)|이나영(차은영)
FS20136057,김성제,윤계상(진원)|유해진|김옥빈
FS20136062,장진,차승원(윤지욱)|오정세(허곤)|이솜(장미)
FS20154907,곽경택,김래원|김해숙|성동일
FS20228988,라희찬,조우진|정경호|박지환
FS20165201,자움 콜렛 세라,블레이크 라이블리|오스카 제나다
FS20233006,최원섭,권상우|정준호|이이경
FS20161781,엽위신,견자단|마이크 타이슨|슝다이린
FS20224662,타이카 와이티티,타이카 와이티티|크리스 헴스워스|나탈리 포트만
FS20167922,멜 깁슨,앤드류 가필드|샘 워싱턴|휴고 위빙
FS20161745,J 블레이크슨,클로이 모레츠|닉 로빈슨|알렉스 로
FS20132824,데이빗 토히,빈 디젤|칼 어번|케이티 색호프
FS20158482,이준익,강하늘(윤동주)|박정민(송몽규)
FS20178321,하시모토 마사카즈,박영남(짱구 목소리)|양정화(덩덩이 목소리)
FS20156007,론 하워드,톰 행크스|펠리시티 존스|벤 포스터
FS20143511,홍원찬,고아성|박성웅(최종훈)
FS20145041,안톤 후쿠아,덴젤 워싱턴|클로이 모레츠|마튼 초카스
FS20010083,피터 잭슨,일라이저 우드(프로도)|이안 맥켈런(간달프)|비고 모텐슨(아라곤)
FS20188441,변성현,설경구(김운범)|이선균(서창대)
FS20141281,사카모토 코이치,
FS20196264,윤재근,윤계상(강이안)|박용우(박실장)|임지연(문진아)
FS20199541,김형주,김영광(우수한)|이선빈(유다희)
FS20110211,케네스 브래너,스텔란 스카스가드|스튜어트 타운젠드|나탈리 포트만
FS20206946,박영주,라미란|공명|염혜란
FS20205362,카일 발다,피에르 꼬팽(밥/케빈/스튜어트/미니언즈)|스티브 카렐(그루)|타라지 P. 헨슨(벨 바텀)
FS20158241,크리스 콜럼버스,아담 샌들러|케빈 제임스|미셸 모나한
FS20134801,정연식,김선아|마동석|정인기(철민)
FS20129114,김용균,이시영(지윤 )|엄기준(이기철 )
FS20090455,자움 콜렛 세라,베라 파미가(케이트 콜맨 )|이사벨 퍼만(에스더)
FS20124049,김동원,정지훈(정태훈)|유준상(이철희)|신세경(유세영)
FS20124944,서극,이연걸|저우쉰|천쿤
FS20202341,로드 루리,스콧 이스트우드|케일럽 랜드리 존스|올랜도 블룸
FS20163201,다라 오코넬,하성용(바나클)|정재헌(콰지)|엄상현(페이소)
FS20127266,쿠스바 고조,미즈타 와사비|오오하라 메구미|카카즈 유미
FS20163294,안톤 후쿠아,덴젤 워싱턴|크리스 프랫|이병헌(빌리 락스)
FS20226886,자움 콜렛 세라,드웨인 존슨(블랙 아담)|노아 센티네오(아톰 스매셔)|피어스 브로스넌(닥터 페이트)
FS20254722,,김규리(윤명자/윤지희)|안내상(정현수)
FS20218567,조나단 헨스라이,리암 니슨|로렌스 피쉬번|홀트 맥칼라니
FS20126667,스티브 마티노,존 레귀자모(시드)|레이 로마노(매니)|데니스 리어리(디에고)
FS20182447,김광빈,하정우(상원)|김남길(경훈)|허율(이나)
FS20140081,김인규,유라성
FS20242248,리들리 스콧,폴 메스칼|페드로 파스칼|덴젤 워싱턴
FS20125426,타셈 싱,줄리아 로버츠(왕비)|릴리 콜린스(백설공주)|아미 해머(왕자)
FS20122785,하정우,정경호(마준규)|한수현(기장 한기범)|최규환(김현기 기자)
FS19378001,데이비드 핸드,
FS20112589,송일곤,소지섭(철민)|한효주(정화)
FS20151481,프란시스 로렌스,제니퍼 로렌스|조쉬 허처슨|리암 헴스워스
FS20124629,앤드류 스탠튼,테일러 키취|린 콜린스|윌렘 데포
FS20159199,아담 맥케이,크리스찬 베일|스티브 카렐|라이언 고슬링
FS20199581,스티븐 개건,로버트 다우니 주니어|톰 홀랜드|라미 말렉
FS20256396,,
FS20110250,시기노 아키라,야지마 아키코|나라하시 미키
FS20173961,가이 리치,찰리 허냄|주드 로|에릭 바나
FS20110295,강제규,장동건|오다기리 죠|판빙빙
FS20193879,김성훈,하정우(민준)|주지훈(판수)
FS20189362,리 워넬,로건 마샬-그린|해리슨 길벗슨
FS20122654,양백견,조문탁(당운룡)|번소황(슈헤이)|두우항(베이롱)
FS20194403,매튜 본,랄프 파인즈(옥스포드 공작)|해리스 디킨슨(콘래드)
FS20143512,김진영,진세연(박영희)|홍종현|김응수(박만춘)
FS20147727,웨스 앤더슨,랄프 파인즈|틸다 스윈튼|주드 로
FS20150566,류정우,
FS20112704,앤드류 니콜,킬리언 머피|저스틴 팀버레이크|아만다 사이프리드
FS20182585,이정호,이성민|유재명(한민태)|전혜진(춘배)
FS20192240,그레타 거윅,시얼샤 로넌|엠마 왓슨|플로렌스 퓨
FS20128247,유야마 쿠니히코,마츠모토 리카|오오타니 이쿠에|미야노 마모루
FS20151230,양경모,임시완(민재)|진구(석구)|박병은(지원)
FS20134984,베리 쿡,배한성(알렉스)|이광수(파치)
FS20150971,이수연,조진웅(승훈)|신구(정노인)|김대명(성근)
FS20141224,이해영,박보영(차주란)|엄지원(교장)|박소담(연덕)
FS20254501,조셉 코신스키,브래드 피트|하비에르 바르뎀|케리 콘든
FS20233052,벤 휘틀리,제이슨 스타뎀|오경
FS20136445,필 로드,윌 페렐|리암 니슨
FS20162704,손석우,여민정|양정화
FS20236180,폴 킹,티모시 샬라메|칼라 레인|올리비아 콜맨
FS20148698,노성수,차순형|소윤|이하루
FS20145396,모홍진,심은경(희주)|윤제문(대영)|김성오
FS20168885,샤론 맥과이어,르네 젤위거|콜린 퍼스|패트릭 뎀시
FS20171381,다니엘 에스피노사,제이크 질렌할|레베카 퍼거슨|라이언 레이놀즈
FS20181942,올 파커,아만다 사이프리드|릴리 제임스|메릴 스트립
FS20199428,알렉산더 아야,카야 스코델라리오|배리 페퍼
FS20178781,이창희,김상경|김강우|김희애(설희)
FS20129166,세스 맥팔레인,마크 월버그(존)|세스 맥팔레인(테드)|밀라 쿠니스(로리)
FS20010040,곽경택,유오성(준석)|장동건(동수)|서태화(상택)
FS20185576,한스 페터 몰란트,리암 니슨|톰 베이트먼|윌리엄 포사이스
FS20110911,시즈노 코분,타카야마 미나미(에도가와 코난 )|야마자키 와카나(모리 란)|김선혜(코난 (한국어목소리))
FS20197863,손원평,송지효(유진 )|김무열(서진)|김무열(서진 )
FS20139401,김광식,김강우|고창석|박성웅(차성주)
FS20164421,저스틴 커젤,마이클 패스벤더|마리옹 꼬띠아르|아리안 라베드
FS20188042,이해영,조진웅(원호)|류준열(락)|김주혁
FS20060353,강석범,김래원|김해숙(양덕자)|허이재
FS20200263,돈 홀,켈리 마리 트란|아콰피나|산드라 오
FS20060264,데이빗 프랭클,메릴 스트립(미란다 )|앤 해서웨이(앤디 삭스)
FS20152781,잭 스나이더,헨리 카빌|벤 애플렉|에이미 아담스
FS20225186,최재훈,장혁(의강)|이승준(이형사)
FS20227410,김성식,강동원(천 박사)|허준호(범천)|이솜(유경)
FS20141113,존 R. 레오네티,애나벨 월리스|워드 호튼|알프레 우다드
FS20136860,가네다 오사무,이노우에 마사히로|오자와 료타
FS19990220,로저 미첼,줄리아 로버츠(안나 스코트)|휴 그랜트(윌리엄 대커)
FS20143509,조근식,차태현|빅토리아|배성우
FS20163521,최국희,유지태(철종)|이정현(주희진)|이다윗
FS20135657,제임스 완,로즈 번|패트릭 윌슨|린 샤예
FS20162382,미야모토 히로아키,타나카 마유미|나카이 카즈야|오카무라 아케미
FS20126448,스콧 스피어,라이언 구즈만|캐서린 맥코믹
FS20236653,조지 밀러,안야 테일러 조이|크리스 헴스워스|톰 버크
FS20191183,이안,윌 스미스|메리 엘리자베스 윈스티드|클라이브 오웬
FS20134122,이수진,천우희(한공주)|정인선|김소영(화옥)
FS20124609,마이크 맥코이,로셀린 산체즈|네스토르 세라노
FS20158461,타카하시 와타루,
FS20243561,박찬욱,이병헌|손예진|박희순
FS20206257,고레에다 히로카즈,송강호(상현)|강동원(동수)|배두나(수진)
FS20144322,야마자키 타카시,미즈타 와사비|오오하라 메구미
FS20168161,홍기선,김상경|김옥빈|최무성(현석)
FS20225184,김대우,송승헌(성진)|조여정(수연)|박지현(미주)
FS20236295,드니 빌뇌브,티모시 샬라메|젠데이아 콜먼|레베카 퍼거슨
FS20161681,이안규,김혜수(현정)|이선균
FS20155601,니키 팰런,하성용|정재헌|엄상현
FS20157042,더글라스 맥키넌,베네딕트 컴버배치|마틴 프리먼
FS20171090,에드가 라이트,안셀 엘고트(베이비)|케빈 스페이시(박사)|릴리 제임스(데보라)
FS20193665,요하네스 로버츠,소피 넬리스(미아)|코린 폭스(샤샤)|브리안느 쥬(알렉사)
FS20126306,쿠엔틴 타란티노,레오나르도 디카프리오|제이미 폭스|크리스토프 왈츠
FS20127446,제임스 완,패트릭 윌슨|로즈 번|바바라 허쉬
FS20100211,최윤석,멜라니 그리피스|제인 린치|윌리엄 볼드윈
FS20128588,구파도,가진동(커징텅)|첸옌시(션자이)|언승우
FS20152371,홍지영,김윤석(수현)|변요한(젊은 수현)|채서진(젊은 연아)
FS20156748,정기훈,정재영(하재관)|박보영(도라희)
FS20240941,켈리 마르셀,톰 하디
FS20178825,크리스찬 리버스,헤라 힐마(헤스터 쇼)|로버트 시한(톰 내츠워디)|휴고 위빙(테데우스 발렌타인)
FS20125990,임순례,김윤석(최해갑)|오연수(안봉희)|한예리(최민주)
FS20173547,알렉산더 페인,맷 데이먼(폴 사프라넥)|크리스틴 위그(오드리 사프라넥)|크리스토프 왈츠(두샨 미르코비치)
FS20126671,조동오,신하균(종우)|이태리(기혁)|김상호(상기)
FS20101109,정윤수,문소연(시상식시상자)|정준호|심이영(최수지)
FS20164424,이원태,조진웅(김창수 )|송승헌(강형식 )|정만식(마상구 )
FS20212725,데이빗 예이츠,에디 레드메인(뉴트)|주드 로(덤블도어)|매즈 미켈슨(그린델왈드)
FS20158047,뤽 베송,데인 드한|카라 델러비인|리한나
FS20129626,허진호,장동건(셰이판)|장쯔이(뚜펀위)|장백지(모지에위)
FS20208006,장철수,연우진|지안|조성하
FS20179696,안드레스 무시에티,빌 스카스가드|핀 울프하드|하비에르 보텟
FS20147953,피터 버그,마크 월버그|테일러 키취|에밀 허쉬
FS20183785,한상호,박희순(점박이 목소리)|라미란(송곳니 목소리)|김성균(싸이 목소리)
FS20101007,주경중,이성재(황준혁)|김지훈(장민우)|박현진(오미란)
FS20126087,이원석,이시영(최보나)|오정세(이승재)|이원종(육봉아감독)
FS20212352,신연식,송강호(김우진)|박정민(강정원)|박명훈(반단장)
FS20120021,조림산,주윤발|유역비|타마키 히로시
FS20248496,아담 윈가드,댄 스티븐스|레베카 홀|브라이언 타이리 헨리
FS20148748,스파이크 존즈,호아킨 피닉스|스칼렛 요한슨|에이미 아담스
FS20174169,이민재,정재영(준걸)|김남길(민걸)|엄지원(남주)
FS20167481,페데 알바레즈,제인 레비|딜런 미네트|스티븐 랭
FS20182387,사이먼 킨버그,제임스 맥어보이|마이클 패스벤더|제니퍼 로렌스
FS20144461,로베르트 슈벤트케,쉐일린 우들리|테오 제임스|케이트 윈슬렛
FS20211200,루벤 플레셔,톰 홀랜드(네이선)|마크 월버그(설리)|안토니오 반데라스
FS20160472,이성태,마동석|최민호(진일)
FS20139981,이현종,김아중(윤진숙)|주원(이호태)
FS20124746,만스 말린드,케이트 베킨세일|테오 제임스|인디아 아이슬리
FS20202281,하시모토 마사카즈,박영남(짱구(한국어목소리))|김환진(짱구 아빠(한국어목소리))|강희선(짱구 엄마(한국어목소리))
FS20136866,스티브 맥퀸,치웨텔 에지오포(솔로몬 노섭)|마이클 패스벤더(에드윈 엡스)|베네딕트 컴버배치(포드)
FS20197283,애덤 로비텔,테일러 러셀|로건 밀러|제이 엘리스
FS20161723,이주영,이병헌(강재훈)|공효진(이수진)|안소희(지나(유진아))
FS20154906,이우철,"안성기(문기성)|조진웅(박동근,박명근)|한예리(김양순)"
FS20168282,드니 빌뇌브,라이언 고슬링(K)|해리슨 포드(릭 데카드)|아나 디 아르마스(조이)
FS20156559,창,윤여정|김고은(혜지)|김희원(석호)
FS20228796,우민호,현빈|박정민|조우진
FS20196670,아딜 엘 아르비,윌 스미스|마틴 로렌스|바네사 허진스
FS20240737,데이브 데릭 주니어,아우이 크라발호|드웨인 존슨
FS20190808,임순례,황정민(재호)|현빈(대식)|강기영(카심)
FS20132482,이정범,장동건|김민희
FS20253280,자레드 헤스,제이슨 모모아|잭 블랙
FS20178230,자움 콜렛 세라,리암 니슨|베라 파미가|패트릭 윌슨
FS20134244,하야토 다테,타케우치 준코(우즈마키 나루토)|나카무라 치에(하루노 사쿠라)|모리카와 토시유키(나미카제 미나토 )
FS20136061,홍지영,김강우|김효진(주영 )|주지훈
FS20193859,정진영,조진웅(형구)|배수빈(김수혁)|정해균(정해균)
FS20138226,이한,김희애(현숙)|고아성|김유정
FS19508001,윌프레드 잭슨,
FS20150024,하시모토 마사카즈,
FS20123384,김제영,천정명|김민정(희주)
FS20139383,테라모토 유키요,미즈타 와사비(도라에몽)|오오하라 메구미(노비타)
FS20208911,김태곤,이선균(차정원)|주지훈(조박)|김희원(양박사)
FS20090683,마크 웹,조셉 고든 레빗(톰)|주이 디샤넬(썸머)
FS20217742,데스틴 다니엘 크리튼,양조위|아콰피나|양자경
FS20173202,이창동,유아인|스티븐 연|전종서
FS20198844,피에르 모렐,제니퍼 가너|존 갤러거 주니어
FS20133981,토미 위르콜라,제레미 레너(헨젤 )|젬마 아터튼(그레텔)|팜케 얀센
FS20158481,김휘,김성균|유선|천호진
FS20135370,미카엘 하프스트롬,실베스터 스탤론(레이 브레스린)|아놀드 슈왈제네거(에밀 로트마이어)|제임스 카비젤(홉스)
FS20020302,더그 라이만,프란카 포텐테|맷 데이먼
FS20078561,야마모토 야스이치로,김선혜(코난 한국어 더빙)|강수진(남도일 한국어 더빙)|이현진(유미란 한국어 더빙)
FS20124070,육상효,김인권|유다인(서예린)|조정석
FS20124051,우선호,이범수(백현철)|류승범(안진오)|김옥빈(한동화)
FS20209161,윌리엄 유뱅크,크리스틴 스튜어트(노라)|뱅상 카셀(캡틴)
FS20149568,브렛 래트너,드웨인 존슨|존 허트|이안 맥쉐인
FS20060277,최동훈,조승우(고니)|김혜수(정 마담)|백윤식(평경장)
FS20050112,크리스토퍼 놀란,리암 니슨|크리스찬 베일|마이클 케인
FS20070056,샘 레이미,토비 맥과이어|커스틴 던스트
FS20110302,김한민,박해일(남이)|류승룡(쥬신타)|김무열(서군)
FS20148132,조나단 리브스만,메간 폭스|윌리엄 피츠너|앨런 리치슨
FS20133601,롭 민코프,티 버렐(미스터 피바디)|맥스 찰스(셔먼)|아리엘 윈터(페니)
FS20124946,제임스 매더스,가이 피어스(스노우)|매기 그레이스(에밀리 워녹)|조셉 길건(하이델)
FS20081697,캐서린 하드윅,크리스틴 스튜어트|로버트 패틴슨(에드워드 컬렌)
FS20140704,이경미,손예진(연홍 )|김주혁(종찬 )
FS20234045,이요섭,강동원(영일)|이무생(이치현)|이미숙(재키)
FS20185353,남대중,이준호(허색)|정소민|최귀화
FS20090391,피트 닥터,에드워드 애스너(칼 프레드릭슨)|밥 피터슨(더그)|이순재(칼 프레드릭슨 (한국어 목소리))
FS20153385,알렉산더 바흐,루퍼트 프렌드|재커리 퀸토|한나 웨어
FS20247783,웨스 볼,오웬 티그|프레이아 앨런|케빈 두런드
FS20249733,김수훈,이지현(로미)|조경이(하츄핑)|최낙윤(하트킹/몬스터트러핑)
FS20081716,유하,"조인성(호위무사, 홍림 )|주진모(고려 왕)|송지효(왕후)"
FS20211472,김홍선,서인국(박종두)|장동윤(이도일)|최귀화(알파)
FS20247450,권혁재,송혜교(강성애 유니아 수녀)|전여빈(이수영 미카엘라 수녀)|이진욱(박형곤 바오로 신부)
FS20111928,김병곤,장근석|김하늘
FS20128691,정익환,최강희|봉태규
