영화명,개봉일,누적관객수,누적매출액,스크린수,상영횟수,관측월
사랑의 원자탄,1977-11-09,2643,5482000,1,12,2026-03
작은정원,2023-07-12,2642,18763800,1,1,2025-07
초록밤,2022-07-28,2628,22440327,1,1,2024-11
달이 지는 밤,2022-09-22,2603,23024396,1,1,2025-09
양치기,2024-06-12,2601,22274039,1,1,2025-03
자매의 화원,,2583,5288500,1,6,2026-04
"직사각형, 삼각형",2026-01-21,2577,22583500,1,1,2026-04
니키리라고도 알려진,,2574,25189100,1,6,2025-08
바람의 언덕,2020-04-23,2571,17962400,1,2,2024-08
쇼미더고스트,2021-09-09,2551,17616210,1,1,2025-12
지느러미,2026-07-22,2542,25387750,54,86,2026-07
스틸 플라워,2016-04-07,2531,17850200,1,2,2024-08
새벽의 Tango,2026-04-22,2525,24077700,8,62,2026-06
꿈,,2519,5058000,1,6,2024-02
하우치,2024-11-13,2516,20558400,4,10,2024-12
라리랑,2025-10-29,2513,20494700,1,1,2025-12
대한민국은 국민이 합니다,2026-01-22,2513,26791600,1,2,2026-03
로그북,2021-11-24,2510,23676800,1,1,2026-04
계몽영화,2010-09-16,2493,18605800,1,1,2024-09
삼등과장,,2480,5137000,1,2,2025-09
밤섬해적단 서울불바다,2017-08-24,2449,19021700,1,1,2025-10
귀로(歸路),,2448,4896000,1,2,2024-12
얼굴들,2019-01-24,2410,17743000,1,1,2024-03
위험사회,2025-12-24,2408,19583700,1,3,2026-02
그들이 죽었다,2015-12-10,2408,17363800,1,1,2025-12
가족의 비밀,2025-09-10,2404,23058500,4,12,2025-10
프랑켄슈타인 아버지,2025-04-02,2380,21162200,1,1,2025-07
돌아오지 않는 해병,,2324,4678000,1,2,2025-10
죽거나 혹은 나쁘거나,2000-07-15,2316,18888000,24,71,2025-06
정뱅이,2026-06-24,2287,21338800,4,26,2026-07
회오리 바람,2010-02-25,2275,16680500,1,1,2024-10
잠 못 드는 밤,2013-05-30,2273,15465800,1,1,2024-10
반칙왕 몽키,2026-05-20,2263,19138400,4,32,2026-07
시집가는 날,1957-02-11,2215,3604000,1,1,2025-11
숫호구,2014-08-07,2210,17046000,1,1,2024-08
잔고: 분노의 적자,2023-09-13,2198,19272045,1,1,2024-09
아이들,,2195,6509000,30,155,2026-01
보드랍게,2022-02-23,2188,18116300,1,1,2025-11
샤인,2024-07-31,2148,16586800,3,17,2024-09
송암동,,2138,17721000,1,1,2024-08
버텨내고 존재하기,2023-11-01,2109,20643914,1,1,2025-11
장미빛 인생,1994-08-06,2108,4219000,1,2,2025-06
청춘선거,2021-06-17,2097,13985000,1,1,2024-12
귀신들,2025-04-09,2096,17336600,1,1,2025-08
송송송 가족여행 : 전기차 지구횡단,2025-09-10,2094,17648900,1,2,2025-11
씨앗의 시간,2024-11-20,2090,16759800,1,1,2026-01
효자,2022-01-27,2039,12323300,3,3,2024-11
돌아온 사나이,1960-10-14,2031,4135500,1,2,2024-08
나는 갱년기다,2026-01-21,2011,15103500,2,10,2026-03
파업전야,1990-03-28,2005,15339180,1,3,2026-05
아줌마,2023-11-29,1994,16177781,1,1,2024-01
현재를 위하여,2026-06-17,1975,19174750,6,61,2026-07
두만강아 잘 있거라,,1968,4241000,1,6,2025-02
젊은 남자,1994-12-17,1967,19583098,1,1,2024-09
수학영재 형주,2025-10-15,1948,16626100,6,46,2025-11
어브로드,2025-06-11,1946,17692100,1,1,2025-08
에스퍼의 빛,2025-11-05,1941,19839000,1,4,2026-01
기생 : 꽃의 고백,2018-01-25,1940,6641000,1,2,2026-03
종이 울리는 순간,2025-11-12,1936,17452800,1,1,2026-05
늦더위,2024-05-22,1910,16041300,1,5,2024-07
바얌섬,2025-10-29,1892,17905900,2,13,2026-02
투 헤븐,2025-11-05,1889,20038500,1,1,2026-05
나는 마을 방과후 교사입니다,2023-01-11,1881,17256599,2,2,2024-07
버블 패밀리,2018-12-20,1872,12426900,1,1,2026-07
지옥: 두개의 삶,,1860,5582500,31,165,2025-10
여섯 개의 밤,2023-03-29,1852,15248597,1,1,2025-09
허밍,2026-02-04,1842,14786000,1,4,2026-04
대치동 스캔들,2024-06-19,1797,17076878,5,17,2024-07
내가 누워있을 때,2025-05-28,1797,16165600,1,1,2025-10
진주의 진주,2024-07-24,1786,14283500,1,40,2024-10
미지수,2024-05-08,1745,14532560,2,4,2024-07
애인교실,1973-04-13,1737,3589000,1,17,2026-06
모래바람,2024-11-27,1693,13146600,1,2,2025-03
세입자,2024-12-04,1688,14625400,1,1,2025-08
훈련사,2026-05-13,1679,14978400,3,27,2026-06
부산포니아,2025-10-22,1674,15588600,4,24,2025-11
리코더 시험,,1653,4574337,39,244,2025-12
베베핀 플레이타임,2024-07-20,1650,12173500,1,2,2026-05
그림자 내각,2026-06-25,1636,15478050,5,14,2026-07
열 개의 우물,2024-10-30,1635,14101100,1,1,2025-10
사랑의 찬가,1984-11-10,1630,3797000,1,8,2026-07
물비늘,2023-12-06,1617,13976700,1,3,2024-02
"희망의 발견, 알래스카에서",2026-07-04,1616,13711700,5,44,2026-07
리플레이,2025-11-06,1600,16452800,33,162,2025-11
붉은 장미의 추억,2023-11-02,1592,12593000,1,1,2024-06
산딸기 2,1985-02-02,1589,3252000,1,6,2025-01
컨버세이션,2023-02-23,1584,12842698,1,1,2024-08
구마수녀 - 들러붙었구나,2025-07-17,1580,14727700,5,18,2025-08
비밀의 화원,2025-07-23,1570,9669000,1,4,2025-09
모르는 이야기,2024-04-24,1547,15019400,3,10,2024-06
천국은 없다,2025-06-25,1546,14988800,30,60,2025-07
울산의 별,2024-01-24,1514,12960388,2,12,2024-03
죽어도 좋은 경험: 천사여 악녀가 되라,2021-07-15,1509,8950270,1,5,2024-06
어둔 밤,2018-09-06,1509,12583300,1,1,2025-09
자기만의 방,2024-11-20,1478,16496300,5,14,2024-12
1026: 새로운 세상을 위한,2026-05-20,1477,12814600,2,18,2026-06
김약국의 딸들,,1475,2958000,1,2,2025-07
불꽃,1975-12-15,1471,3020000,1,6,2026-05
야근 대신 뜨개질,2016-11-17,1469,10114500,1,1,2026-07
기억의 조각,2025-05-29,1456,11846500,1,21,2025-10
일과 날,2025-07-16,1455,12549900,1,1,2026-07
바람아 안개를 걷어가다오,2021-10-28,1435,9652300,1,1,2024-10
동아시아반일무장전선,2020-08-20,1433,11980000,1,1,2026-01
와이키키 브라더스,2001-10-26,1424,11185900,1,2,2026-02
지구 최후의 여자,2026-07-15,1415,12219450,20,147,2026-07
로망스,2025-02-27,1414,12030900,1,2,2025-04
동창 : 최후의 만찬,2026-02-04,1412,10986800,1,2,2026-06
세월: 라이프 고즈 온,2024-03-27,1404,11973600,1,1,2025-10
겨울의 빛,2026-02-04,1396,12261200,1,1,2026-05
벗어날 탈 脫,2024-02-21,1393,11534000,1,2,2024-05
3xFTM,2009-06-04,1377,8826000,1,1,2026-06
노무현과 바보들: 못다한 이야기,2024-05-23,1358,12112054,1,2,2025-05
엄마없는 하늘아래,2025-09-11,1343,6344000,5,15,2025-09
꽃놀이 간다,,1320,3948700,1,4,2026-04
평평남녀,2022-04-28,1317,11582200,1,1,2024-11
들꽃,2015-11-05,1308,8380700,1,2,2024-08
어머니의 영광,1973-02-24,1290,2700000,1,12,2026-04
고양이키스 : 당신에게 마음을 여는 순간,2025-02-05,1274,11328600,1,2,2025-04
망내인: 얼굴 없는 살인자들,2025-12-17,1262,11932000,1,3,2026-01
에너지 선생,1978-10-28,1249,2577000,1,15,2026-03
관념의 남자 김철수,2026-04-22,1244,11052600,4,11,2026-06
나비와 바다,2013-01-24,1241,7483000,1,1,2024-09
너를 줍다,2023-11-08,1235,11003501,1,1,2024-01
검은 령,2025-08-27,1225,10441000,2,26,2025-10
면접교섭,2024-12-25,1221,10602800,1,5,2025-02
부모 바보,2025-01-08,1218,10778500,1,1,2026-01
영생인,2025-12-24,1213,8603000,5,29,2026-01
보는 것을 사랑한다,2021-10-28,1207,7632000,1,1,2025-10
간첩사냥,2026-02-25,1206,10656800,2,36,2026-04
바리데기,2024-09-04,1199,11620700,1,2,2024-10
사상,2021-10-21,1197,9870500,1,4,2024-11
미명,2026-07-08,1197,10520700,19,181,2026-07
무경계,2023-11-30,1177,10497339,1,2,2024-03
소영의 노력,2026-07-22,1167,9739000,28,40,2026-07
잊혀진 대통령: 김영삼의 개혁시대,2026-01-28,1140,13334700,26,81,2026-02
최초의 기억,2025-11-12,1136,9347500,1,4,2026-01
꿈꾸는 사진관,2025-07-16,1131,6131500,1,1,2025-09
디바 야누스,2025-10-22,1121,11130100,1,2,2025-12
우리의 이름,2025-11-26,1121,7878845,1,11,2026-01
7인의 말괄량이,1976-01-15,1119,2318000,1,8,2026-03
나를 보러와요,1980-07-10,1119,2360000,1,1,2026-06
풀,2025-06-18,1115,9522000,1,3,2025-09
815사수작전,2025-08-14,1114,5005500,1,2,2025-10
"오, 발렌타인",2026-03-11,1106,9606000,1,2,2026-06
4월의 불꽃,2025-03-27,1104,7337100,1,4,2025-06
룩앳미 터치미 키스미,2023-12-06,1101,8842500,2,8,2024-01
악의 진화 퍼스트레이디2,2026-02-26,1096,9593600,44,153,2026-03
차라리 죽여,2025-02-26,1076,9016800,17,83,2025-03
그 사람 경허(鏡虛) 선사,2026-03-19,1073,9535700,1,8,2026-05
무명객,,1069,2153000,1,12,2025-12
피아노 프리즘,2023-08-30,1066,8172208,1,1,2025-02
멀고도 가까운,2025-12-03,1059,7484900,1,9,2026-01
영자의 전성시대,1975-02-11,1059,2123000,1,2,2026-05
튤립 모양,2023-04-19,1056,9491099,1,1,2025-01
아가미,2024-11-27,1051,9518500,1,3,2025-01
그대 너머에,2021-09-09,1050,8877600,1,1,2026-07
가능주의자,2026-07-15,1048,9101700,15,102,2026-07
안동,2025-10-16,1039,8432300,1,4,2026-03
루프,2024-12-04,1036,10090900,1,2,2025-01
마녀들의 카니발,2024-09-25,1034,8910800,2,8,2024-11
꽃신,,1027,2339000,1,12,2026-07
개그맨,2024-10-23,1027,9274900,3,16,2024-11
직지루트; 테라 인코그니타,2025-11-12,1024,9946800,2,12,2025-12
베베핀: 생활습관을 배워요,,1021,7578000,1,1,2026-07
오늘 출가합니다,2023-04-05,1019,8915799,1,1,2024-09
파도를 걷는 소년,2020-05-14,1018,8406020,1,1,2025-12
베베핀: 베베핀 패밀리의 하루,,983,7355500,1,1,2026-05
레이의 겨울방학,2026-02-25,979,7881600,4,37,2026-04
페이퍼맨,2024-10-16,948,8742800,3,8,2024-11
잠자리 구하기,2024-10-16,940,8078008,1,27,2026-03
보통의 우주는 찬란함을 꿈꾸는가?,2024-06-26,933,8325678,2,8,2024-08
지구를 지켜라,2003-04-04,929,7816500,1,7,2025-12
다시 김대중-함께 합시다,2024-03-28,912,8128817,33,86,2024-04
마다가스카르 뮤직,2025-09-25,906,6999000,1,2,2025-11
흉터,2011-10-13,900,5725000,1,1,2025-12
"식물카페, 온정",2021-06-24,888,6318140,1,1,2024-11
"감상과 이해, 청산별곡",,878,2634000,36,220,2025-11
개구장이 도련님,,863,1784000,1,9,2025-06
베를린 리포트,1991-06-08,848,1901000,1,8,2026-07
안개속에 가버린 사랑,,825,1734000,1,8,2026-05
오버 데어,,822,7510000,1,4,2026-05
가나안 김용기-조국이여 안심하라,2025-10-22,819,7806800,1,1,2025-12
"빗자루, 금붕어 되다",2010-09-30,807,5778500,1,1,2025-01
동백꽃 신사,1979-11-24,800,1676000,1,8,2025-12
제3한강교,1979-11-08,790,1680000,1,6,2026-03
연련,2024-03-27,789,3574000,1,6,2024-10
파이 굽는 엄마,2026-03-26,788,7158400,1,16,2026-05
헝거,2022-04-21,778,6007060,1,1,2024-12
페르소나: 이상한 여자,2025-01-15,778,6979800,1,2,2025-03
프리즘 오브 그레이 락,2025-12-17,777,8235400,1,3,2026-02
울지 않는 아이,2025-04-09,767,7614900,1,2,2025-05
설중매,,762,1544000,1,4,2026-06
오키나와 블루노트,2025-07-23,753,6899920,1,1,2025-09
약속은 없었지만,,727,1494000,1,8,2026-06
여자이기 때문에,,721,1466000,1,6,2026-01
동에 번쩍 서에 번쩍,2025-11-26,721,6330300,1,1,2026-02
사나이 삼대,,712,1550000,1,8,2025-12
온 세상이 하얗다,2022-02-10,710,6314800,1,1,2024-11
똥 싸는 소리,2024-07-31,700,5170500,2,8,2024-09
불타는 소림사,,696,1576000,1,15,2025-11
둥글고 둥글게,,691,6594000,1,6,2026-05
검치호,2024-03-28,689,3297500,2,20,2024-05
워킹 스트리트,2016-11-17,679,4138100,1,2,2024-06
아주 오래된 미래도시,2024-06-19,669,5801900,1,1,2025-10
룩킹포,2024-11-06,665,5128500,1,2,2025-02
장흥1950: 마을로 간 전쟁,2025-04-02,658,5231500,1,2,2025-06
레슨,2025-06-25,658,5675800,2,2,2025-08
미국의 바람과 불,2012-07-26,657,3902498,1,1,2024-04
신입사원: 더 무비,2023-08-03,654,5459000,1,1,2024-08
팔대장문,,653,1316000,1,6,2025-05
멋대로 해라,1980-09-20,650,1313000,1,12,2025-11
기기묘묘2,2024-09-04,648,6010500,1,1,2024-10
우리와 상관없이,2024-06-26,644,5604800,3,20,2024-08
파문,,637,1280000,1,6,2026-04
초콜릿,2025-11-19,621,4863800,1,2,2026-01
희수,2022-12-15,617,4795500,1,1,2024-11
르네에게,2023-12-27,611,5308939,6,40,2024-01
청년정치백서-쇼미더저스티스,,609,6103000,2,10,2026-04
여행,2010-05-20,604,3811500,1,1,2025-05
몽유도원,2025-02-19,597,5388900,1,3,2025-04
빚가리,2024-10-16,594,5514500,6,26,2024-11
바보선언,1984-03-01,584,1619000,1,2,2024-11
분리수거,2025-05-21,567,5170800,2,11,2025-06
니자리,2024-06-20,561,5909000,6,33,2024-07
베베핀: 귀여운 동물 친구들,,561,3988500,1,1,2026-07
담요를 입은 사람,,555,4618000,1,2,2025-10
칠소여복성,1988-03-26,539,1158000,1,8,2025-09
황야의 독수리,,535,1215000,1,8,2025-11
심판,,529,2058000,2,39,2026-06
그날의 딸들,2024-04-03,508,3696000,1,1,2024-11
원 안에 사람들,2024-12-14,500,2709000,1,3,2026-06
라스트 씬,2019-12-12,495,3151000,1,2,2024-03
섬·망(望),2024-12-17,455,3823500,1,2,2025-12
꽃잎,1996-04-05,454,4696750,22,156,2026-05
간신의 피,2024-01-03,442,5017510,10,66,2024-01
보라,2011-11-24,427,2667000,1,1,2024-03
사랑만들기,1983-02-20,424,861000,1,9,2025-07
"빛의 혁명, 민주주의를 지키다",2025-05-30,423,3946700,1,1,2025-07
캐논볼,2021-08-25,420,3698010,1,1,2025-12
오랜만이다,2024-12-25,418,3754300,1,1,2025-03
8인의 용의자들,2024-04-17,416,2496000,1,12,2024-05
매매꾼,1989-08-26,414,833000,1,8,2025-10
첫잔처럼,2019-10-11,406,2395000,7,32,2025-10
38년생 김한옥,,392,2459700,1,2,2024-09
산양들,2026-07-29,391,3565000,2,2,2026-07
미인,2022-02-24,387,3067000,1,1,2026-03
양지뜸,2024-08-21,379,2338800,1,1,2024-12
기억의 소리,2016-12-15,368,2439700,1,1,2026-01
인서트,,360,3550500,1,1,2025-12
새벽에 온 방문객,1975-07-19,359,718000,1,8,2024-12
이름에게,2025-10-30,358,3065000,1,11,2025-11
보이지 않는,2024-12-19,355,3009800,5,22,2025-01
이인,2026-05-27,354,3316000,1,2,2026-07
애국소녀,,349,2857000,1,1,2024-11
서바이벌 택틱스,2024-02-21,349,2759500,1,3,2024-04
드라이브,2024-04-24,349,3092500,1,1,2025-04
창백한 얼굴들,2015-09-10,334,2486500,1,1,2025-12
별일아니다,2014-02-13,328,2609200,1,1,2024-12
좀비는 좀비끼리 우리는 우리끼리,2022-08-04,313,2484000,1,2,2025-10
카인의 도시,2024-12-04,310,2649100,5,17,2024-12
커플지옥,2025-03-13,300,2384000,1,3,2025-04
오늘부터 1일,2024-12-06,287,2710500,5,27,2024-12
구름이하는말,2025-11-05,282,1985500,2,6,2025-12
영동선,2025-04-30,277,2341500,5,35,2025-05
개의 역사,,275,1780000,1,1,2024-10
중원의 백일홍,,271,575000,1,6,2025-05
소리굴다리,,265,1580000,1,1,2026-03
모든 가족은 퀴어하다,,264,2254000,1,1,2024-11
내가 사랑했다,1982-09-19,260,520000,1,8,2026-05
핑크문,,252,1235000,1,1,2025-11
친구여 조용히 가다오,1982-03-26,248,507000,1,6,2025-07
대비상망,1975-06-06,242,484000,1,19,2025-09
당신의 모든 것,,235,1175000,1,2,2025-10
해바라기,,234,1170000,1,2,2025-10
진달래꽃을 좋아합니다,,231,1574000,1,2,2026-05
키케가 홈런을 칠거야,,231,2311000,1,1,2026-07
청와대 건너 붉은 벽돌집,2025-12-24,231,2163800,1,3,2026-01
정직한 사람들,2024-06-26,229,2256500,6,21,2024-07
수궁,2026-01-01,229,1196000,1,1,2026-03
2035: 더 그린라이트,2025-06-04,227,1834500,2,4,2025-07
머릿속을,2024-01-24,226,1912000,1,3,2024-02
싫은 건 아니지만,2022-02-19,226,1374000,1,2,2025-10
삼희 : The Adventure of 3 Joys,,212,1095000,1,1,2025-11
스위트홈 감독판,2025-05-29,209,1718000,1,3,2025-07
바람난 가족,2003-08-14,205,1586500,1,1,2026-04
처와 처,,202,436000,1,6,2026-02
셀프-포트레이트 2020,,190,1535500,1,2,2026-07
환희의 얼굴,,183,1860000,1,4,2025-04
비련,1983-04-23,177,364000,1,8,2025-11
1247,,176,1216000,1,4,2026-04
내가 좀비?,2024-09-25,170,1882000,1,2,2024-11
별과 모래,,168,1554000,1,5,2026-04
"그래도, 사랑해.",,165,1693000,1,2,2026-07
오 마이 갓,2025-04-23,164,921000,1,8,2025-05
빛과 몸,,164,1521000,2,7,2026-07
철규,,157,1293000,1,1,2025-07
산딸기 3,1987-04-18,157,498000,1,6,2025-08
비트메이커,,153,1530000,1,2,2024-12
구제역에서 살아 돌아온 돼지,2026-08-05,152,1454000,1,1,2025-04
공순이,,152,1520000,1,1,2026-07
레이오버 호텔: 기타큐슈,,150,900000,1,1,2025-10
당신으로부터,,148,1180000,1,1,2024-08
용서를 위한 여행,,145,1443000,1,3,2026-01
옥순로그,,142,1163000,1,26,2024-02
고봉수 감독 단편선,,139,525100,1,9,2025-03
파동(波冬),,138,1291000,1,1,2025-10
취화선,2002-05-03,137,762000,1,1,2024-06
둠벙,2024-08-29,137,1069000,3,25,2024-09
가로수길 이봄씨어터,,136,1250000,5,24,2024-05
청년 조용기,2026-09-11,134,1474000,1,1,2026-07
지난 여름,,133,1029500,1,1,2025-04
꿈을 꾸었다 말해요,,133,1330000,1,1,2026-06
혐오의 스타,,131,1167000,1,1,2024-03
밀월,,129,917000,1,1,2026-07
보조바퀴,2021-11-25,123,1090000,1,1,2025-07
사랑의 네 가지 온도,2026-07-02,122,882000,3,20,2026-07
빨간열매,,118,1692400,1,1,2024-12
바람의 아이,,115,779000,1,4,2026-02
졸업앨범: 선생님을 기다렸다,,105,389000,1,1,2026-06
우리 돈 벌레,2023-12-28,104,624000,1,5,2024-01
호수길,,104,711000,1,4,2025-11
(환영합니다) 난초의 행성입니다,,103,1030000,1,3,2024-12
"청춘, 레디 액션",,103,1049000,1,1,2025-12
우리 우린,,101,707000,1,14,2025-11
이슬이 온다,,101,918000,1,1,2026-02
가족여행,,93,1209000,1,1,2026-07
깨진바루,,91,910000,1,1,2024-06
행복의 발견,,91,910000,1,1,2024-06
열한 살의 아라리,,91,910000,1,1,2025-05
아버지와 기타,,91,910000,1,1,2025-06
한 밤의 판타지아,2024-08-28,88,651000,1,1,2024-10
워메리카의 운명2편 거대한 전환,,88,880000,1,1,2024-12
순자와 이슬이,,84,378000,1,1,2024-11
숨어드는 산,,77,616000,1,1,2026-05
서부리 사나이,,73,476000,1,5,2025-10
무너지지 않는다,,72,446000,1,1,2025-11
꽃풀소,,69,542400,1,1,2024-10
누군가의 꿈,2025-11-27,67,575600,3,13,2025-12
군락,,67,291000,1,1,2026-06
지충일기,2025-05-01,58,393000,4,27,2025-05
내일의 민재,,58,577500,1,1,2025-12
근본주의자,2025-10-01,57,340000,2,21,2025-10
마음 울적한 날엔,2020-10-08,46,413000,1,1,2024-11
고백을 못하고,2025-12-10,41,405000,1,1,2026-01
"컷, 다시 갈게요",2024-12-29,40,440000,1,1,2024-12
풀스윙,,38,378000,1,1,2025-01
그날이 와버렸네,2024-03-21,35,327000,1,5,2024-04
1923 간토대학살 감독판,,34,82000,1,27,2025-03
마리이야기,2002-01-10,33,184000,1,1,2025-06
수능 창시자; 한국 교육의 프랑켄슈타인,,32,160000,1,1,2025-08
"청산, 유수",,26,231000,1,2,2025-04
떠나는 사람은 꽃을 산다,,26,130000,1,2,2025-12
트루먼의 사랑,2026-08-26,25,205000,1,1,2025-12
"스탠바이, 액션!",,18,180000,1,1,2025-12
내가 만난 사람들,,14,70000,1,1,2026-04
10월의 어느 멋진 날에,,12,79000,1,1,2026-03
수영제과,,8,64000,1,1,2024-11
남녀 사이에 기승전결이 어딨어?,2025-01-09,8,48000,1,1,2025-01
사진의 얼굴,,7,35000,1,1,2025-09
"97 혜자, 표류기",,7,35000,1,1,2025-10
오늘의 뒷;풀이,,6,60000,1,1,2025-12
나는 꼭두입니다,,6,26000,1,2,2026-03
공무도하(公無渡河),,5,31000,1,1,2025-11
당골,2025-03-13,4,16000,1,2,2026-03
다시,,0,0,1,2,2024-02
비상 12.3,,0,0,1,2,2026-04
허망에 관하여,,0,0,1,1,2026-05
