순위,영화명,개봉일,등급,장르,감독,배급사,다양성,개봉스크린수,최대스크린수,첫주관객,첫주말관객,2주누적,최종누적관객,배수,주말집중도,개봉일좌석수,개봉일좌석판매율,첫주말좌석수,첫주말좌석판매율,성적확정,D0,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D14
440,세입자,2024-12-04,15세이상관람가,"SF,스릴러,공포(호러),판타지",윤은경,㈜인디스토리,Y,25,25,482,221,605,1688,3.5,45.9,,,,,확정,108,39,49,109,63,52,62,12,29,8,18,27,13,16,27
441,"[마이 아티 필름] 루시: 개화, 히어로 그리고 낙화",2024-08-28,전체관람가,"판타지,드라마",,씨제이 씨지브이(CJ CGV)(주),,1,1,1687,1015,1687,1687,1.0,60.2,,,,,확정,335,337,336,341,338,0,0,0,0,0,0,0,0,0,0
442,[마이 아티 필름] 보이넥스트도어 : 부모님 관람 불가,2024-09-04,전체관람가,드라마,,씨제이 씨지브이(CJ CGV)(주),,1,1,1679,1008,1679,1679,1.0,60.0,,,,,확정,335,336,336,336,336,0,0,0,0,0,0,0,0,0,0
443,훈련사,2026-05-13,12세이상관람가,스릴러,서은선,(주)마노엔터테인먼트,Y,26,26,486,197,665,1679,3.45,40.5,,,,,확정,128,62,60,80,57,48,51,18,11,14,18,69,31,18,0
444,부산포니아,2025-10-22,12세이상관람가,드라마,이서호,(주)삼백상회,Y,45,45,1113,329,1146,1674,1.5,29.6,,,,,확정,507,181,190,56,83,39,57,2,8,6,6,4,4,3,0
445,진주의 진주,2024-07-24,12세이상관람가,드라마,김록경,영화배급협동조합 씨네소파,Y,25,26,746,278,956,1671,2.24,37.3,,,,,확정,137,79,93,88,97,72,180,28,28,20,39,15,8,72,11
446,뮤지컬 오지게 재밌는 가시나들,2025-07-23,전체관람가,뮤지컬,,(주)한국영상연합,,14,14,1149,415,1651,1651,1.44,36.1,,,,,확정,510,32,56,156,203,81,111,37,41,32,99,59,15,219,0
447,베베핀 플레이타임,2024-07-20,전체관람가,애니메이션,변희선,더핑크퐁컴퍼니(주),Y,1,1,75,39,367,1650,22.0,52.0,,,,,확정,34,5,2,8,0,7,19,39,31,29,55,53,34,51,67
448,그림자 내각,2026-06-25,12세이상관람가,"다큐멘터리,드라마",,주식회사 블루필름웍스,Y,6,10,109,46,123,1636,15.01,42.2,,,,,확정,37,11,17,18,13,8,5,1,0,2,8,0,1,2,25
449,미지수,2024-05-08,12세이상관람가,"드라마,멜로/로맨스,가족,SF,판타지",이돈구,㈜인디스토리,Y,29,30,598,265,796,1608,2.69,44.3,,,,,확정,107,88,81,126,58,49,89,20,35,37,27,33,32,14,20
450,[마이 아티 필름] 온앤오프 : 뷰티풀 뷰티풀,2024-08-07,전체관람가,드라마,,씨제이 씨지브이(CJ CGV)(주),,1,1,1608,936,1608,1608,1.0,58.2,,,,,확정,341,331,307,332,297,0,0,0,0,0,0,0,0,0,0
451,뮤지컬 라파치니의 정원,2025-07-09,12세이상관람가,"공연,뮤지컬",,(주)한국영상연합,,14,14,1164,460,1603,1603,1.38,39.5,,,,,확정,429,129,83,204,173,0,146,66,57,59,61,77,41,78,0
452,리플레이,2025-11-06,15세이상관람가,"멜로/로맨스,코미디,드라마",황경성,주식회사 제이씨엔터웍스,Y,27,33,829,650,853,1600,1.93,78.4,,,,,확정,125,75,270,305,21,27,6,0,1,0,0,0,0,23,0
453,열 개의 우물,2024-10-30,12세이상관람가,다큐멘터리,김미례,감 픽쳐스,Y,9,11,227,81,511,1580,6.96,35.7,,,,,확정,27,71,15,19,47,19,29,34,38,0,38,104,6,64,10
454,구마수녀 - 들러붙었구나,2025-07-17,15세이상관람가,공포(호러),노홍진,"(주)제이앤씨미디어그룹,와이드 릴리즈(주)",Y,38,38,933,600,998,1580,1.69,64.3,,,,,확정,148,253,160,187,81,93,11,5,6,12,15,14,6,7,7
455,비밀의 화원,2025-07-23,12세이상관람가,드라마,김성환,미디어나무(주),Y,9,11,133,55,389,1570,11.8,41.4,,,,,확정,18,15,20,18,17,30,15,1,2,13,3,13,1,223,183
456,"희망의 발견, 알래스카에서",2026-07-04,전체관람가,다큐멘터리,정형민,(주)드림팩트엔터테인먼트,Y,3,5,584,149,1099,1560,2.67,25.5,,,,,,84,65,86,70,45,163,71,100,141,86,85,0,100,3,51
457,모르는 이야기,2024-04-24,12세이상관람가,"판타지,어드벤처,드라마",양근영,(주)마노엔터테인먼트,Y,24,24,428,218,532,1547,3.61,50.9,,,,,확정,77,45,57,80,81,46,42,9,50,9,17,7,4,8,6
458,천국은 없다,2025-06-25,청소년관람불가,"액션,스릴러",손승웅,"(주)디스테이션,(주)삼백상회",Y,39,39,804,376,850,1546,1.92,46.8,,,,,확정,118,106,71,107,198,105,99,5,8,5,3,14,3,8,0
459,"폴킴, 친애하는 당신께",2025-05-07,전체관람가,"다큐멘터리,드라마",,씨지브이 아이스콘,,27,27,932,711,1304,1523,1.63,76.3,,,,,확정,114,47,40,380,291,36,24,17,15,6,303,6,9,16,0
460,울산의 별,2024-01-24,15세이상관람가,드라마,정기혁,영화로운 형제,Y,21,21,704,355,879,1514,2.15,50.4,,,,,확정,152,97,106,131,118,56,44,8,20,37,6,86,12,6,1
461,엔하이픈 : 이머전 인 시네마,2026-04-08,전체관람가,기타,김경국,씨제이포디플렉스 주식회사,,17,17,1410,688,1507,1507,1.07,48.8,,,,,확정,415,178,199,247,242,57,72,0,0,0,0,97,0,0,0
462,자기만의 방,2024-11-20,12세이상관람가,"가족,드라마,코미디,멜로/로맨스",오세호,(주)씨네필운,Y,27,27,494,185,535,1478,2.99,37.4,,,,,확정,126,83,41,72,72,36,64,5,5,7,16,3,1,4,0
463,1026: 새로운 세상을 위한,2026-05-20,15세이상관람가,"다큐멘터리,드라마",최위안,"THE 픽쳐스,(주)빅브라더스",Y,22,22,686,196,801,1477,2.15,28.6,,,,,확정,193,43,54,60,82,77,177,1,33,2,9,8,15,47,134
464,기억의 조각,2025-05-29,12세이상관람가,드라마,이광복,목영이엔엠,Y,14,14,1131,272,1136,1456,1.29,24.0,,,,,확정,264,76,110,86,80,180,335,1,1,0,3,0,0,0,0
465,일과 날,2025-07-16,전체관람가,다큐멘터리,"박민수,안건형",스튜디오 에이드,Y,16,22,349,164,515,1455,4.17,47.0,,,,,확정,64,27,68,33,63,34,60,13,16,10,32,32,35,28,16
466,로망스,2025-02-27,12세이상관람가,"코미디,멜로/로맨스",한만택,"(주)제이앤씨미디어그룹,와이드 릴리즈(주)",Y,15,16,433,328,478,1414,3.27,75.8,,,,,확정,36,245,36,47,32,20,17,6,4,2,6,4,23,0,0
467,모래바람,2024-11-27,전체관람가,다큐멘터리,박재민,(주)영화특별시에스엠씨,Y,29,29,519,337,606,1413,2.72,64.9,,,,,확정,67,33,93,70,174,49,33,5,4,10,8,48,6,6,1
468,동창 : 최후의 만찬,2026-02-04,15세이상관람가,"드라마,코미디",배세웅,(주)이놀미디어,Y,12,16,600,222,915,1412,2.35,37.0,,,,,확정,69,67,37,136,49,38,204,155,150,1,1,1,6,1,6
469,겨울의 빛,2026-02-04,15세이상관람가,드라마,조현서,㈜인디스토리,Y,31,31,502,232,619,1400,2.79,46.2,,,,,확정,126,64,57,102,73,48,32,10,25,28,32,4,13,5,2
470,투 브라더스,2025-01-15,15세이상관람가,다큐멘터리,닥터 케이,㈜닥터케이프로덕션,,5,7,976,336,1254,1394,1.43,34.4,,,,,확정,154,248,206,61,69,96,142,46,52,48,28,48,28,28,31
471,세월: 라이프 고즈 온,2024-03-27,전체관람가,다큐멘터리,장민경,영화배급협동조합 씨네소파,Y,25,25,318,122,434,1387,4.36,38.4,,,,,확정,108,27,37,49,36,29,32,3,19,19,32,24,5,14,20
472,노무현과 바보들: 못다한 이야기,2024-05-23,12세이상관람가,다큐멘터리,김재희,(주)라이크콘텐츠,Y,56,56,858,429,912,1358,1.58,50.0,,,,,확정,144,129,142,158,176,88,21,39,1,8,5,1,0,0,4
473,미생: 더할 나위 없었다,2024-12-20,15세이상관람가,드라마,,씨지브이 아이스콘,,24,24,1190,986,1355,1355,1.14,82.9,,,,,확정,786,112,88,65,56,40,43,16,46,18,46,39,0,0,0
474,지구 최후의 여자,2026-07-15,15세이상관람가,"드라마,코미디","염문경,이종민",주식회사 필름초이스,Y,20,20,592,312,592,1352,2.28,52.7,,,,,,112,58,82,129,101,62,48,0,0,0,0,0,0,0,0
475,엄마없는 하늘아래,2025-09-11,12세이상관람가,"가족,드라마",한명구,시네마 뉴원,Y,1,5,472,30,472,1343,2.85,6.4,,,,,확정,442,30,0,0,0,0,0,0,0,0,0,0,0,0,0
476,5월18일생,2026-05-14,15세이상관람가,드라마,송동윤,주식회사 제이씨엔터웍스,,27,27,663,208,722,1309,1.97,31.4,,,,,확정,344,50,82,76,43,34,34,14,0,5,18,0,2,20,0
477,"미스터김, 영화관에 가다",2026-02-19,전체관람가,다큐멘터리,김동호,메가박스중앙(주) 플러스엠 엔터테인먼트,,17,17,441,192,529,1301,2.95,43.5,,,,,확정,181,22,110,60,20,16,32,18,7,24,16,15,5,3,4
478,김동하 : 커넥트,2025-04-02,청소년관람불가,공연,,씨지브이 아이스콘,,20,22,875,540,1057,1280,1.46,61.7,,,,,확정,183,48,73,231,236,43,61,24,20,29,50,33,12,14,2
479,망내인: 얼굴 없는 살인자들,2025-12-17,15세이상관람가,스릴러,신재호,주식회사 제이씨엔터웍스,Y,10,11,378,213,576,1262,3.34,56.3,,,,,확정,68,34,48,69,96,37,26,7,1,12,18,46,105,9,0
480,관념의 남자 김철수,2026-04-22,12세이상관람가,"가족,코미디,드라마","이재리,차시윤",영화로운 형제,Y,10,12,314,84,559,1244,3.96,26.8,,,,,확정,92,83,14,41,29,25,30,54,48,13,13,21,95,1,68
481,홍어의 역습,2025-12-10,12세이상관람가,코미디,이수성,시네마 뉴원,,3,20,70,25,184,1229,17.56,35.7,,,,,확정,29,10,11,5,9,2,4,0,94,10,10,0,0,0,0
482,검은 령,2025-08-27,15세이상관람가,공포(호러),김현준,"(주)제이앤씨미디어그룹,와이드 릴리즈(주)",Y,40,40,707,297,710,1225,1.73,42.0,,,,,확정,284,47,94,108,95,38,41,3,0,0,0,0,0,0,0
483,재즈처럼 더 무비,2024-10-02,15세이상관람가,드라마,,씨제이 씨지브이(CJ CGV)(주),,11,11,718,31,1221,1221,1.7,4.3,,,,,확정,308,363,10,13,8,12,4,258,0,0,1,236,4,4,0
484,면접교섭,2024-12-25,전체관람가,다큐멘터리,이주아,필름다빈,Y,9,11,123,42,193,1221,9.93,34.1,,,,,확정,43,14,7,10,25,17,7,0,3,1,40,14,4,8,114
485,영생인,2025-12-24,15세이상관람가,"미스터리,스릴러",김상훈,(주)픽처하우스,Y,2,5,28,12,141,1213,43.32,42.9,,,,,확정,2,8,11,1,0,3,3,5,58,0,48,0,2,0,0
486,간첩사냥,2026-02-25,15세이상관람가,"코미디,범죄",이준혁,(주)마노엔터테인먼트,Y,23,23,432,168,492,1206,2.79,38.9,,,,,확정,99,81,34,91,43,48,36,3,29,15,3,7,1,2,1
487,벗어날 탈 脫,2024-02-21,15세이상관람가,미스터리,서보형,영화배급협동조합 씨네소파,Y,12,14,410,265,583,1204,2.94,64.6,,,,,확정,44,22,75,142,48,30,49,13,17,47,46,32,5,13,4
488,바리데기,2024-09-04,청소년관람불가,"공포(호러),미스터리",이세원,시네마 뉴원,Y,33,33,809,343,827,1199,1.48,42.4,,,,,확정,261,105,145,128,70,70,30,6,5,2,1,3,0,1,1
489,스피릿 핑거스! 1화,2025-08-20,12세이상관람가,"드라마,멜로/로맨스",이철하,주식회사 넘버쓰리픽쳐스,,21,21,1192,938,1192,1192,1.0,78.7,,,,,확정,145,72,30,440,468,19,18,0,0,0,0,0,0,0,0
490,미명,2026-07-08,15세이상관람가,드라마,이원영,시네마토그래프,Y,18,19,578,167,769,1153,1.99,28.9,,,,,,93,48,51,74,42,224,46,15,29,19,19,28,16,65,0
491,고양이키스 : 당신에게 마음을 여는 순간,2025-02-05,전체관람가,드라마,황수빈,(주)모토,Y,18,18,283,143,389,1150,4.06,50.5,,,,,확정,47,41,58,40,45,23,29,14,1,35,6,7,3,40,3
492,잊혀진 대통령: 김영삼의 개혁시대,2026-01-28,12세이상관람가,다큐멘터리,이재진,(주)다자인소프트,Y,22,36,757,217,758,1140,1.51,28.7,,,,,확정,398,70,64,92,61,37,35,0,0,1,0,0,0,0,0
493,꿈꾸는 사진관,2025-07-16,전체관람가,드라마,정초신,시네마 뉴원,Y,11,11,638,82,706,1131,1.77,12.9,,,,,확정,283,237,28,22,32,12,24,6,5,12,0,12,15,18,2
494,디바 야누스,2025-10-22,전체관람가,다큐멘터리,조은성,(주)디스테이션,Y,22,23,335,141,411,1121,3.35,42.1,,,,,확정,73,36,35,48,58,39,46,9,18,9,16,10,6,8,2
495,우리의 이름,2025-11-26,15세이상관람가,드라마,이상록,(주)에무필름즈,Y,16,16,236,87,365,1121,4.75,36.9,,,,,확정,42,38,26,41,20,38,31,3,50,7,29,6,26,8,6
496,풀,2025-06-18,청소년관람불가,다큐멘터리,이수정,미디어나무(주),Y,21,21,364,60,466,1115,3.06,16.5,,,,,확정,232,26,21,20,19,17,29,7,7,0,50,0,33,5,8
497,815사수작전,2025-08-14,12세이상관람가,코미디,손병조,시네마 뉴원,Y,10,10,177,46,255,1114,6.29,26.0,,,,,확정,98,4,25,17,12,16,5,10,13,47,0,2,4,2,1
498,"오, 발렌타인",2026-03-11,15세이상관람가,다큐멘터리,홍진훤,(주)시네마달,Y,19,19,293,164,489,1106,3.77,56.0,,,,,확정,49,34,31,66,67,19,27,42,11,18,31,66,7,21,22
499,4월의 불꽃,2025-03-27,12세이상관람가,드라마,"송영신,도영찬","THE 픽쳐스,(주)빅브라더스",Y,22,22,448,243,474,1104,2.46,54.2,,,,,확정,98,113,57,73,31,51,25,4,0,5,3,12,2,0,0
500,악의 진화 퍼스트레이디2,2026-02-26,12세이상관람가,"다큐멘터리,드라마",문승욱,주식회사 블루필름웍스,Y,69,69,1039,308,1061,1096,1.05,29.6,,,,,확정,541,91,107,110,93,63,34,4,2,11,2,2,1,0,0
501,박정희: 경제대국을 꿈꾼 남자 특별판,2024-08-14,12세이상관람가,"공연,뮤지컬,드라마",손현우,메가박스중앙(주),,19,24,828,332,993,1091,1.32,40.1,,,,,확정,77,251,111,138,83,75,93,25,28,25,33,18,22,14,2
502,그 사람 경허(鏡虛) 선사,2026-03-19,12세이상관람가,드라마,윤용진,"(주)드림팩트엔터테인먼트,(주)빅브라더스",Y,9,9,614,250,830,1073,1.75,40.7,,,,,확정,160,64,106,80,61,88,55,37,40,40,46,15,30,8,15
503,멀고도 가까운,2025-12-03,15세이상관람가,"멜로/로맨스,판타지",최인규,주식회사 씨엠닉스,Y,8,8,245,74,501,1059,4.32,30.2,,,,,확정,46,47,14,14,46,34,44,146,64,3,23,13,5,2,9
504,조폭인 내가 고등학생이 되었습니다,2024-02-22,15세이상관람가,"판타지,드라마",이성택,주식회사 넘버쓰리픽쳐스,,14,16,1039,784,1039,1039,1.0,75.5,,,,,확정,194,40,400,344,34,27,0,0,0,0,0,0,0,0,0
505,안동,2025-10-16,12세이상관람가,"드라마,판타지",김홍익,"마루아트센터(주),(주)드림팩트엔터테인먼트",Y,8,8,340,220,417,1039,3.06,64.7,,,,,확정,24,13,110,97,33,52,11,34,6,21,2,5,6,3,2
506,가능주의자,2026-07-15,12세이상관람가,다큐멘터리,박이윤정,(주)이놀미디어,Y,11,15,567,292,567,1039,1.83,51.5,,,,,,95,124,125,146,21,14,42,0,0,0,0,0,0,0,0
507,소영의 노력,2026-07-22,전체관람가,"다큐멘터리,드라마",오재형,필름다빈,Y,0,2,0,0,0,1036,,,,,,,확정,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,차은우 : 메모리즈 인 시네마,2025-09-24,전체관람가,공연,김지애,씨제이포디플렉스 주식회사,,25,25,715,223,1033,1033,1.44,31.2,,,,,확정,310,105,83,75,65,38,39,131,61,30,28,17,14,37,0
509,개그맨,2024-10-23,15세이상관람가,코미디,전승표,(주)디스테이션,Y,31,34,408,186,420,1027,2.52,45.6,,,,,확정,83,35,57,47,82,55,49,0,4,1,2,5,0,0,20
510,직지루트; 테라 인코그니타,2025-11-12,전체관람가,다큐멘터리,우광훈,와이드 릴리즈(주),Y,4,10,263,87,369,1024,3.89,33.1,,,,,확정,15,31,43,21,23,66,64,0,24,29,12,6,19,16,0
511,해피해피,2025-05-29,12세이상관람가,드라마,이수성,시네마 뉴원,,14,14,284,67,571,1008,3.55,23.6,,,,,확정,190,9,29,29,14,10,3,120,0,57,59,0,50,1,0
512,지느러미,2026-07-22,15세이상관람가,"SF,스릴러",박세영,(주)에무필름즈,Y,0,6,0,0,0,999,,,,,,,확정,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,마녀들의 카니발,2024-09-25,12세이상관람가,다큐멘터리,박지선,영화배급협동조합 씨네소파,Y,8,11,164,18,213,998,6.09,11.0,,,,,확정,99,24,7,6,5,7,16,15,8,15,1,3,4,3,6
514,레이의 겨울방학,2026-02-25,전체관람가,드라마,박석영,영화사 삼순,Y,21,21,503,120,679,981,1.95,23.9,,,,,확정,88,202,12,68,40,58,35,10,34,34,30,43,21,4,52
515,아가미,2024-11-27,15세이상관람가,"가족,드라마,미스터리",유승원,영화로운 형제,Y,22,22,394,114,499,955,2.42,28.9,,,,,확정,187,25,26,41,47,48,20,8,6,3,36,37,2,13,0
516,아이엠 포포,2026-05-21,12세이상관람가,"SF,드라마",,시네마 뉴원,,4,8,780,339,781,938,1.2,43.5,,,,,확정,219,308,12,19,6,216,0,0,1,0,0,0,0,0,0
517,2023 심규선 단독 콘서트 : 우리 앞의 세계,2024-07-27,전체관람가,공연,이승남,(주)영화사 그램,,2,7,559,559,936,936,1.67,100.0,,,,,확정,559,0,0,0,0,0,0,377,0,0,0,0,0,0,0
518,보통의 우주는 찬란함을 꿈꾸는가?,2024-06-26,15세이상관람가,코미디,김보원,㈜인디스토리,Y,14,14,318,132,440,925,2.91,41.5,,,,,확정,113,24,36,48,48,17,32,8,17,20,34,5,15,23,11
519,다시 김대중-함께 합시다,2024-03-28,12세이상관람가,다큐멘터리,김진홍,주식회사 블루필름웍스,Y,46,58,640,358,656,912,1.43,55.9,,,,,확정,88,70,156,132,56,118,20,0,8,0,1,4,0,3,0
520,부모 바보,2025-01-08,15세이상관람가,드라마,이종수,보리수나무영화사,Y,13,17,347,108,483,912,2.63,31.1,,,,,확정,120,21,29,44,35,22,76,17,17,2,25,51,7,17,22
521,하루 또 하루,2025-04-17,12세이상관람가,드라마,박용기,주식회사 블루필름웍스,,8,12,261,77,264,893,3.42,29.5,,,,,확정,130,63,4,10,2,48,4,2,0,1,0,0,0,0,0
522,잠자리 구하기,2024-10-16,12세이상관람가,다큐멘터리,홍다예,(주)디오시네마,Y,27,27,402,178,509,888,2.21,44.3,,,,,확정,56,81,47,51,80,28,59,17,7,41,7,10,13,12,15
523,사랑의 하츄핑: 고래보석의 전설,2026-08-05,전체관람가,애니메이션,김수훈,(주)바이포엠스튜디오,,0,4,0,0,0,874,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,아이 킬 유,2025-07-23,15세이상관람가,"액션,드라마",유하,(주)트리플픽쳐스,,18,22,870,384,870,870,1.0,44.1,,,,,확정,165,122,129,127,128,85,114,0,0,0,0,0,0,0,0
525,최초의 기억,2025-11-12,12세이상관람가,드라마,"안선경,장건재",(주)모쿠슈라,Y,6,6,128,61,190,859,6.71,47.7,,,,,확정,41,7,9,43,9,12,7,9,10,1,6,0,32,4,1
526,사랑가 사랑을 더하다,2025-10-23,15세이상관람가,드라마,이한열,(주)피터팬픽쳐스,,5,7,321,34,431,817,2.55,10.6,,,,,확정,267,3,17,14,9,5,6,0,0,0,0,0,102,8,1
527,페이퍼맨,2024-10-16,15세이상관람가,드라마,기모태,"(주)라이크콘텐츠,(주)플레이그램",Y,16,21,437,185,470,800,1.83,42.3,,,,,확정,83,79,40,66,79,38,52,9,6,0,4,7,3,4,24
528,당신이 영화를 그만두면 안 되는 30가지 이유: 3막 Impact Zone 폭발,2026-01-28,15세이상관람가,드라마,,(주)씨제이이엔엠,,19,19,595,154,595,799,1.34,25.9,,,,,확정,92,149,44,41,69,147,53,0,0,0,0,0,0,0,0
529,연련,2024-03-27,12세이상관람가,"가족,드라마,사극",강서곤,나도밤보 주식회사,Y,5,5,42,23,174,789,18.79,54.8,,,,,확정,12,4,4,10,9,2,1,0,88,0,2,0,0,42,39
530,파이 굽는 엄마,2026-03-26,전체관람가,다큐멘터리,이종은,주식회사 블루필름웍스,Y,7,7,231,50,350,788,3.41,21.6,,,,,확정,136,26,8,16,23,14,8,4,0,1,0,1,5,108,0
531,페르소나: 이상한 여자,2025-01-15,15세이상관람가,드라마,정형석,"(주)플레이그램,(주)태양미디어그룹",Y,19,19,381,238,478,778,2.04,62.5,,,,,확정,49,37,90,105,43,21,36,3,17,35,16,13,9,4,4
532,프리즘 오브 그레이 락,2025-12-17,15세이상관람가,"가족,드라마",곽민영,영화로운 형제,Y,10,10,428,175,526,777,1.82,40.9,,,,,확정,62,55,18,82,75,83,53,12,0,16,49,2,8,11,4
533,울지 않는 아이,2025-04-09,15세이상관람가,드라마,이혁종,(주)팝엔터테인먼트,Y,30,40,537,285,570,767,1.43,53.1,,,,,확정,65,92,67,93,125,48,47,9,4,2,4,7,0,7,15
534,태극기 집회 / 7년의 기록,2025-06-19,12세이상관람가,다큐멘터리,,거짓과 진실,,17,29,752,386,767,767,1.02,51.3,,,,,확정,69,88,157,141,89,188,20,3,0,5,0,0,7,0,0
535,핑크퐁 원더스타 특별편: 호기와 도둑자동차,2024-07-18,전체관람가,애니메이션,,더핑크퐁컴퍼니(주),,1,2,42,0,79,765,18.21,0.0,,,,,확정,42,0,0,0,0,0,0,0,12,0,11,0,0,14,0
536,오키나와 블루노트,2025-07-23,15세이상관람가,드라마,조성규,(주)와우,Y,9,12,419,203,628,753,1.8,48.4,,,,,확정,56,37,50,84,69,50,73,43,32,0,20,53,32,29,0
537,스피릿 핑거스! 2화,2025-08-20,12세이상관람가,"드라마,멜로/로맨스",이철하,주식회사 넘버쓰리픽쳐스,,16,16,735,594,735,735,1.0,80.8,,,,,확정,72,28,36,259,299,26,15,0,0,0,0,0,0,0,0
538,마다가스카르 뮤직,2025-09-25,전체관람가,다큐멘터리,정초신,시네마 뉴원,Y,4,5,76,21,133,706,9.29,27.6,,,,,확정,28,6,8,7,7,16,4,21,2,0,1,10,8,15,19
539,"뉴클래식 프로젝트 미안하다, 사랑한다",2024-11-16,15세이상관람가,멜로/로맨스,,씨제이 씨지브이(CJ CGV)(주),,7,7,676,676,676,676,1.0,100.0,,,,,확정,676,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,검치호,2024-03-28,15세이상관람가,"액션,스릴러",이강욱,"(주)드림팩트엔터테인먼트,(주)빅브라더스",Y,5,5,43,21,117,674,15.67,48.8,,,,,확정,9,4,4,13,3,10,0,0,0,0,70,0,3,1,3
541,똥 싸는 소리,2024-07-31,12세이상관람가,드라마,조재형,사단법인 광주영화영상인연대,Y,4,8,112,67,242,672,6.0,59.8,,,,,확정,16,14,30,12,25,9,6,82,3,18,6,11,4,6,3
542,아주 오래된 미래도시,2024-06-19,전체관람가,다큐멘터리,조은성,(주)영화사오원,Y,13,16,320,98,364,662,2.07,30.6,,,,,확정,134,22,24,38,36,29,37,9,4,2,5,8,7,9,4
543,장흥1950: 마을로 간 전쟁,2025-04-02,15세이상관람가,다큐멘터리,구자환,레드무비,Y,8,8,147,97,273,658,4.48,66.0,,,,,확정,33,7,10,10,77,2,8,88,9,11,5,5,0,8,5
544,드림하이: 쇼뮤지컬 온 스테이지,2026-06-04,전체관람가,공연,"김용문,장성일","(주)위즈온센,메가박스중앙(주)",,23,23,413,278,656,656,1.59,67.3,,,,,확정,58,24,166,88,44,29,4,17,13,98,87,7,21,0,0
545,기기묘묘2,2024-09-04,15세이상관람가,"공포(호러),스릴러","정경렬,남순아,구자호,송원찬,정재희",필름다빈,Y,23,23,401,223,434,648,1.62,55.6,,,,,확정,68,39,45,104,74,43,28,1,5,3,16,5,0,3,0
546,우리와 상관없이,2024-06-26,12세이상관람가,드라마,유형준,필름다빈,Y,16,16,258,131,353,644,2.5,50.8,,,,,확정,51,27,20,47,64,24,25,6,8,21,11,20,17,12,6
547,한복 입은 남자,2026-05-21,12세이상관람가,"사극,미스터리",,주식회사 블루필름웍스,,13,14,315,148,436,640,2.03,47.0,,,,,확정,68,66,32,50,48,15,36,30,0,0,0,1,90,0,0
548,초콜릿,2025-11-19,15세이상관람가,드라마,양지은,명필름랩,Y,11,13,430,254,445,621,1.44,59.1,,,,,확정,21,85,26,203,25,24,46,1,2,5,0,3,2,2,2
549,당신이 영화를 그만두면 안 되는 30가지 이유,2026-02-04,15세이상관람가,드라마,,(주)씨제이이엔엠,,17,18,606,209,606,606,1.0,34.5,,,,,확정,101,181,52,79,78,51,64,0,0,0,0,0,0,0,0
550,몽유도원,2025-02-19,12세이상관람가,"코미디,드라마",장정혜,필름다빈,Y,12,13,251,106,378,597,2.38,42.2,,,,,확정,35,62,12,66,28,17,31,27,37,7,9,45,2,0,0
551,빚가리,2024-10-16,15세이상관람가,"코미디,드라마",고봉수,필름다빈,Y,23,23,327,166,473,594,1.82,50.8,,,,,확정,59,31,68,49,49,36,35,9,7,46,45,24,4,11,1
552,가나안 김용기-조국이여 안심하라,2025-10-22,12세이상관람가,다큐멘터리,김상철,(주)드림팩트엔터테인먼트,Y,1,3,145,10,269,571,3.94,6.9,,,,,확정,6,104,9,1,0,7,18,0,124,0,0,0,0,0,1
553,방과후 퇴마클럽: 소녀들의 밤,2026-06-25,12세이상관람가,"공포(호러),코미디",,(주)테이크원컴퍼니,,4,7,570,509,570,570,1.0,89.3,,,,,확정,27,17,464,28,18,10,6,0,0,0,0,0,0,0,0
554,분리수거,2025-05-21,15세이상관람가,"드라마,멜로/로맨스",이소민,(주)이놀미디어,Y,18,19,420,168,427,567,1.35,40.0,,,,,확정,104,84,55,51,62,29,35,0,2,0,0,1,4,0,0
555,니자리,2024-06-20,15세이상관람가,"공포(호러),코미디",홍상진,"(주)드림팩트엔터테인먼트,(주)빅브라더스",Y,9,9,370,263,394,561,1.52,71.1,,,,,확정,48,41,23,199,35,16,8,0,6,0,0,1,16,1,2
556,이솝이야기,2024-07-10,12세이상관람가,공연,,주식회사 푸른잎커뮤니케이션,,10,10,560,132,560,560,1.0,23.6,,,,,확정,64,47,48,35,49,274,43,0,0,0,0,0,0,0,0
557,핑크퐁 공룡 유치원,2025-03-08,전체관람가,애니메이션,,더핑크퐁컴퍼니(주),,1,2,7,5,18,555,79.29,71.4,,,,,확정,2,3,0,0,0,0,2,0,11,0,0,0,0,0,3
558,동에 번쩍 서에 번쩍,2025-11-26,12세이상관람가,드라마,이광국,그린나래미디어(주),Y,18,18,210,44,283,540,2.57,21.0,,,,,확정,53,75,12,8,24,14,24,4,10,1,23,22,3,10,5
559,엘 스타 리:플레이 스테이지,2024-11-09,전체관람가,"애니메이션,공연",,씨제이 씨지브이(CJ CGV)(주),,1,1,522,522,522,522,1.0,100.0,,,,,확정,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,그날의 딸들,2024-04-03,12세이상관람가,다큐멘터리,고훈,(주)누리픽쳐스,Y,8,8,207,87,318,508,2.45,42.0,,,,,확정,57,35,41,14,32,8,20,13,9,6,5,9,63,6,12
