순위,영화명,개봉일,등급,장르,감독,배급사,다양성,개봉스크린수,최대스크린수,첫주관객,첫주말관객,2주누적,최종누적관객,배수,주말집중도,개봉일좌석수,개봉일좌석판매율,첫주말좌석수,첫주말좌석판매율,성적확정,D0,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D14
561,원 안에 사람들,2024-12-14,15세이상관람가,드라마,임철빈,창빛 프로덕션,Y,1,1,102,96,121,500,4.9,94.1,,,,,확정,96,0,0,4,0,2,0,12,0,0,7,0,0,0,2
562,룩킹포,2024-11-06,12세이상관람가,드라마,김태희,스튜디오팔삼구,Y,7,7,77,50,147,485,6.3,64.9,,,,,확정,14,3,21,20,9,9,1,4,12,21,8,10,9,6,0
563,핑크퐁과 호기: 새 친구 니니모 1부,2025-03-08,전체관람가,애니메이션,,더핑크퐁컴퍼니(주),,1,3,20,16,39,485,24.25,80.0,,,,,확정,3,13,0,0,0,4,0,12,7,0,0,0,0,0,12
564,섬·망(望),2024-12-17,15세이상관람가,드라마,박순리,영원의 질감,Y,1,3,39,30,51,455,11.67,76.9,,,,,확정,4,2,0,0,3,27,3,0,0,5,0,0,5,2,0
565,키키의 경계성 인격장애 다이어리,2024-06-26,12세이상관람가,공연,,주식회사 푸른잎커뮤니케이션,,9,11,443,209,443,443,1.0,47.2,,,,,확정,51,57,49,116,44,88,38,0,0,0,0,0,0,0,0
566,간신의 피,2024-01-03,15세이상관람가,액션,권하,(주)에스와이코마드,Y,10,10,309,109,441,442,1.43,35.3,,,,,확정,112,48,37,39,33,22,18,5,0,111,7,6,1,2,0
567,"빛의 혁명, 민주주의를 지키다",2025-05-30,12세이상관람가,다큐멘터리,,영화로운 형제,Y,7,21,227,101,293,423,1.86,44.5,,,,,확정,12,42,47,31,49,21,25,22,13,9,14,7,0,1,0
568,오랜만이다,2024-12-25,12세이상관람가,드라마,이은정,주식회사 블루필름웍스,Y,2,7,91,47,108,418,4.59,51.6,,,,,확정,9,14,9,16,22,17,4,0,7,4,1,3,0,2,0
569,8인의 용의자들,2024-04-17,15세이상관람가,"드라마,미스터리,범죄",오인천,스튜디오타겟(주),Y,10,10,250,60,312,416,1.66,24.0,,,,,확정,90,52,0,60,0,0,48,16,0,0,0,0,0,46,10
570,사이공 선셋,2025-04-30,청소년관람불가,"멜로/로맨스,드라마",손현우,(주)로드하우스,,20,20,284,42,407,407,1.43,14.8,,,,,확정,218,12,12,16,14,12,0,0,0,123,0,0,0,0,0
571,양지뜸,2024-08-21,12세이상관람가,다큐멘터리,김상패,주식회사 블루필름웍스,Y,5,8,91,41,117,379,4.16,45.1,,,,,확정,8,10,12,11,18,7,25,0,10,10,2,1,2,1,0
572,모험의 세계 원더월드 대탐험,2026-01-29,전체관람가,"애니메이션,어드벤처",토마스 프레데릭센,콘텐츠비,,1,1,200,100,240,362,1.81,50.0,,,,,확정,100,100,0,0,0,0,0,0,0,0,0,0,40,0,0
573,이름에게,2025-10-30,전체관람가,"드라마,가족",윤권수,(주)스튜디오메타케이,Y,5,6,164,66,194,358,2.18,40.2,,,,,확정,30,6,55,5,5,58,5,5,5,5,5,5,5,0,0
574,보이지 않는,2024-12-19,15세이상관람가,"액션,스릴러",정희준,"(주)드림팩트엔터테인먼트,(주)빅브라더스",Y,8,9,128,54,156,355,2.77,42.2,,,,,확정,32,16,17,21,16,9,17,2,5,4,6,5,5,1,1
575,인터랙티브 신비아파트 : 극장귀의 속삭임,2026-07-09,전체관람가,애니메이션,채수응,씨제이 씨지브이(CJ CGV)(주),,2,2,316,256,355,355,1.12,81.0,,,,,확정,36,203,20,33,16,8,0,0,0,19,20,0,0,0,0
576,이인,2026-05-27,15세이상관람가,드라마,김경래,STUDIO351,Y,1,1,77,40,79,351,4.56,51.9,,,,,확정,10,4,0,40,0,8,15,0,0,0,0,2,0,0,3
577,드라이브,2024-04-24,12세이상관람가,"멜로/로맨스,드라마",정연,스튜디오 이상한 나라의 원더랜드,Y,2,4,98,23,175,349,3.56,23.5,,,,,확정,34,7,0,23,0,32,2,30,8,5,28,2,4,0,12
578,러비타 퍼스트 팬 콘서트,2025-11-15,전체관람가,공연,,씨제이포디플렉스 주식회사,,1,1,339,339,339,339,1.0,100.0,,,,,확정,193,146,0,0,0,0,0,0,0,0,0,0,0,0,0
579,오빠 남진 라이브 콘서트,2024-11-13,전체관람가,공연,정인성,(주)스튜디오디에이치엘,,11,11,329,253,329,329,1.0,76.9,,,,,확정,44,14,14,116,123,9,9,0,0,0,0,0,0,0,0
580,영웅들의 눈물,2024-10-02,12세이상관람가,"전쟁,드라마",장태령,시네마 뉴원,,3,3,216,19,252,312,1.44,8.8,,,,,확정,148,48,9,10,0,1,0,3,0,0,0,0,33,0,0
581,커플지옥,2025-03-13,15세이상관람가,"공포(호러),멜로/로맨스,드라마",앙리,바틀 테이스트 픽쳐스,Y,5,5,159,99,255,300,1.89,62.3,,,,,확정,40,67,8,24,8,6,6,7,6,45,10,6,14,8,0
582,도토리,2024-06-27,15세이상관람가,드라마,허영철,원코리아 미디컴,,1,1,100,0,100,291,2.91,0.0,,,,,확정,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,오늘부터 1일,2024-12-06,15세이상관람가,"스릴러,멜로/로맨스",김경수,델로스,Y,5,5,79,58,79,287,3.63,73.4,,,,,확정,32,10,16,10,4,3,4,0,0,0,0,0,0,0,0
584,데드 어게인,2025-05-08,청소년관람불가,"스릴러,멜로/로맨스,미스터리",손현우,(주)로드하우스,,20,20,285,36,285,285,1.0,12.6,,,,,확정,225,12,12,12,12,12,0,0,0,0,0,0,0,0,0
585,서바이벌 택틱스,2024-02-21,12세이상관람가,드라마,박근영,필름다빈,Y,12,12,154,100,199,279,1.81,64.9,,,,,확정,14,12,9,76,15,8,20,8,1,1,2,28,4,1,1
586,영동선,2025-04-30,15세이상관람가,드라마,최종학,(주)글로빅엔터테인먼트,Y,2,5,90,30,130,277,3.08,33.3,,,,,확정,3,7,11,10,9,12,38,1,31,0,0,4,0,4,0
587,구름이하는말,2025-11-05,15세이상관람가,드라마,장태구,영화배급협동조합 씨네소파,Y,2,6,66,49,84,273,4.14,74.2,,,,,확정,5,7,7,5,37,4,1,1,8,0,3,0,4,2,0
588,하이브 시네마 노래방,2025-07-10,전체관람가,기타,,씨제이 씨지브이(CJ CGV)(주),,15,23,265,220,265,265,1.0,83.0,,,,,확정,45,15,38,167,0,0,0,0,0,0,0,0,0,0,0
589,국가초기화,2026-06-26,12세이상관람가,다큐멘터리,,주식회사 킨스튜디오,,1,1,12,5,12,263,21.92,41.7,,,,,확정,1,1,3,0,6,0,1,0,0,0,0,0,0,0,0
590,청와대 건너 붉은 벽돌집,2025-12-24,12세이상관람가,다큐멘터리,안소연,(주)드림팩트엔터테인먼트,Y,4,4,192,29,205,231,1.2,15.1,,,,,확정,28,35,10,12,7,10,90,11,0,0,0,0,0,2,0
591,정직한 사람들,2024-06-26,12세이상관람가,드라마,김문경,와이드 릴리즈(주),Y,7,9,192,97,229,229,1.19,50.5,,,,,확정,42,18,18,45,34,13,22,2,10,1,13,0,2,9,0
592,2035: 더 그린라이트,2025-06-04,15세이상관람가,"미스터리,스릴러",박재인,유한회사 스튜디오 획,Y,2,7,136,64,198,227,1.67,47.1,,,,,확정,8,3,5,21,38,20,41,32,6,0,0,6,6,12,0
593,귀향: 언니야 이제 집에 가자,2026-08-26,15세이상관람가,드라마,조정래,커넥트픽쳐스(주),,0,1,0,0,0,200,,,,,,,확정,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594,내가 좀비?,2024-09-25,12세이상관람가,기타,성유경,변신리,Y,1,1,104,93,110,170,1.63,89.4,,,,,확정,11,0,0,93,0,0,0,0,2,0,0,1,1,2,1
595,오 마이 갓,2025-04-23,12세이상관람가,기타,최진욱,주식회사 씨엠닉스,Y,4,4,39,11,47,164,4.21,28.2,,,,,확정,13,7,0,7,4,2,6,0,0,0,5,2,1,0,2
596,결혼해줄래?,2026-03-04,12세이상관람가,드라마,장완복,(주)시네마케이,,1,1,126,48,142,152,1.21,38.1,,,,,확정,28,38,38,8,2,0,12,2,7,0,1,6,0,0,0
597,청춘멧돼지 아타라시이 각코! 더 무비,2025-08-06,전체관람가,공연,오윤동,씨제이포디플렉스 주식회사,,3,3,144,103,144,144,1.0,71.5,,,,,확정,28,13,4,55,44,0,0,0,0,0,0,0,0,0,0
598,둠벙,2024-08-29,15세이상관람가,"미스터리,공포(호러)",이동주,(주)콘텐츠윙,Y,3,5,96,65,133,137,1.43,67.7,,,,,확정,9,7,50,8,13,3,6,4,6,18,1,3,5,0,1
599,봉우야,2025-02-25,15세이상관람가,"범죄,드라마,액션,스릴러",고학,주식회사 씨엠닉스,,1,1,135,0,135,135,1.0,0.0,,,,,확정,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,청년 조용기,2026-09-11,전체관람가,다큐멘터리,권혁만,"(주)영화특별시에스엠씨,주시회사 시테스",Y,0,1,0,0,0,134,,,,,,,확정,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,사랑의 네 가지 온도,2026-07-02,15세이상관람가,"멜로/로맨스,드라마","김민경,박준범,김혜실",리메인 프로덕션,Y,3,3,49,38,63,120,2.45,77.6,,,,,,8,32,0,6,3,0,0,1,0,5,1,1,6,0,0
602,한 밤의 판타지아,2024-08-28,15세이상관람가,드라마,이현지,주식회사 씨엠닉스,Y,7,7,52,11,68,88,1.69,21.2,,,,,확정,19,12,2,5,4,6,4,2,1,3,1,0,2,7,1
603,도망쳐,2026-02-25,청소년관람불가,"액션,범죄",손현우,㈜영화사 주단,,20,20,79,4,79,79,1.0,5.1,,,,,확정,73,2,2,2,0,0,0,0,0,0,0,0,0,0,0
604,스피릿 핑거스! 3화,2025-08-27,12세이상관람가,"드라마,멜로/로맨스",이철하,주식회사 넘버쓰리픽쳐스,,3,3,75,35,75,75,1.0,46.7,,,,,확정,22,10,10,22,3,3,5,0,0,0,0,0,0,0,0
605,스피릿 핑거스! 4화,2025-08-27,12세이상관람가,"드라마,멜로/로맨스",이철하,주식회사 넘버쓰리픽쳐스,,3,3,69,26,69,69,1.0,37.7,,,,,확정,24,11,11,13,2,3,5,0,0,0,0,0,0,0,0
606,누군가의 꿈,2025-11-27,12세이상관람가,다큐멘터리,이로운,(주)스튜디오디에이치엘,Y,3,6,60,41,67,67,1.12,68.3,,,,,확정,5,35,6,0,2,11,1,0,0,0,0,1,0,6,0
607,스피릿 핑거스! 5화,2025-09-03,12세이상관람가,"드라마,멜로/로맨스",이철하,주식회사 넘버쓰리픽쳐스,,2,2,59,20,59,59,1.0,33.9,,,,,확정,12,10,6,5,9,17,0,0,0,0,0,0,0,0,0
608,지충일기,2025-05-01,12세이상관람가,드라마,"전성우,문승욱",주식회사 블루필름웍스,Y,2,4,29,6,41,58,2.0,20.7,,,,,확정,2,2,1,3,0,4,17,7,0,1,1,2,1,0,2
609,민요 첼로,2024-07-03,전체관람가,공연,,주식회사 푸른잎커뮤니케이션,,4,7,57,26,57,57,1.0,45.6,,,,,확정,7,5,7,8,11,9,10,0,0,0,0,0,0,0,0
610,산양들,2026-07-29,12세이상관람가,드라마,유재욱,(주)시네마달,Y,0,1,0,0,0,54,,,,,,,확정,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,수궁,2026-01-01,12세이상관람가,다큐멘터리,유수연,(주)드림팩트엔터테인먼트,Y,1,5,9,2,11,49,5.44,22.2,,,,,확정,2,0,0,2,2,3,0,0,1,0,0,1,0,0,0
612,스피릿 핑거스! 6화,2025-09-03,12세이상관람가,"드라마,멜로/로맨스",이철하,주식회사 넘버쓰리픽쳐스,,2,2,45,20,45,45,1.0,44.4,,,,,확정,13,10,6,6,8,2,0,0,0,0,0,0,0,0,0
613,고백을 못하고,2025-12-10,12세이상관람가,드라마,임현희,페이지원필름(주),Y,1,1,40,31,40,41,1.02,77.5,,,,,확정,9,0,0,31,0,0,0,0,0,0,0,0,0,0,0
614,"컷, 다시 갈게요",2024-12-29,12세이상관람가,드라마,김한재,플라시보 픽쳐스,Y,1,1,40,40,40,40,1.0,100.0,,,,,확정,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,그날이 와버렸네,2024-03-21,12세이상관람가,"드라마,코미디",김충길,김충길 필름,Y,1,1,14,0,20,35,2.5,0.0,,,,,확정,6,0,0,0,1,7,0,0,0,0,6,0,0,0,0
616,트루먼의 사랑,2026-08-26,12세이상관람가,"SF,멜로/로맨스",김덕중,"이화배컴퍼니(주),주식회사 뜨로리",Y,0,1,0,0,0,25,,,,,,,확정,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,머릿속을,2024-01-24,12세이상관람가,"드라마,전쟁",조성규,하준사,Y,5,5,17,1,20,21,1.24,5.9,,,,,확정,14,1,1,0,0,1,0,1,0,1,0,0,1,0,1
618,토끼는 어디로 갔나요?,2024-07-17,전체관람가,공연,,주식회사 푸른잎커뮤니케이션,,3,3,21,5,21,21,1.0,23.8,,,,,확정,6,7,1,2,2,1,2,0,0,0,0,0,0,0,0
619,근본주의자,2025-10-01,15세이상관람가,"코미디,드라마,가족,액션",고봉수,주식회사 씨엠닉스,Y,1,2,8,5,17,20,2.5,62.5,,,,,확정,1,0,2,1,2,1,1,1,1,2,1,1,1,2,0
620,남녀 사이에 기승전결이 어딨어?,2025-01-09,15세이상관람가,"멜로/로맨스,코미디",신유재,유한회사 스튜디오 획,Y,1,1,8,0,8,8,1.0,0.0,,,,,확정,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621,당골,2025-03-13,12세이상관람가,다큐멘터리,홍태선,(주)무빙픽쳐스컴퍼니,Y,0,1,0,0,0,4,,,,,,,확정,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
