날짜,순위,영화명,개봉일,관객수,누적관객수,매출액,누적매출액,스크린수,상영횟수,좌석수,좌석판매율,좌석점유율
2023-01-01,1,아바타: 물의 길,2022-12-14,"429,533","7,742,682","5,546,745,851","95,843,585,053","2,047","7,148","1,139,079",37.7%,49.8%
2023-01-01,2,영웅,2022-12-21,"185,254","1,672,933","1,908,571,119","16,442,796,442","1,099","3,563","482,232",38.4%,21.1%
2023-01-01,3,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,"29,733","692,130","318,755,877","7,068,912,679",402,775,,,
2023-01-01,4,젠틀맨,2022-12-28,"26,293","178,851","276,398,168","1,697,482,823",715,"1,620","191,530",13.7%,8.4%
2023-01-01,5,올빼미,2022-11-23,"23,419","3,246,186","241,944,506","32,011,012,056",448,674,"78,150",30.0%,3.4%
2023-01-01,6,신비아파트 극장판 차원도깨비와 7개의 세계,2022-12-14,"17,049","373,832","162,441,529","3,579,760,605",491,632,"69,741",24.5%,3.0%
2023-01-01,7,스위치,2023-01-04,"8,732","31,880","91,335,982","311,924,866",400,510,"61,540",14.2%,2.7%
2023-01-01,8,눈의 여왕5: 스노우 프린세스와 미러랜드의 비밀,2022-12-22,"6,787","124,810","65,057,205","1,158,912,824",338,402,"45,523",14.9%,2.0%
2023-01-01,9,몬스터 신부: 101번째 프로포즈,2022-12-28,"4,614","25,652","45,186,900","235,671,900",211,276,,,
2023-01-01,10,극장판 뽀로로와 친구들: 바이러스를 없애줘!,2022-12-01,"3,869","197,213","36,730,900","1,777,163,300",115,144,"17,502",22.1%,0.8%
2023-01-02,1,아바타: 물의 길,2022-12-14,"145,308","7,887,990","1,869,536,653","97,713,121,706","1,992","6,578","1,056,182",13.8%,49.8%
2023-01-02,2,영웅,2022-12-21,"68,901","1,741,834","653,536,764","17,096,333,206","1,036","3,553","487,194",14.1%,23.0%
2023-01-02,3,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,"14,121","706,251","144,187,960","7,213,100,639",376,772,,,
2023-01-02,4,올빼미,2022-11-23,"10,471","3,256,657","102,025,344","32,113,037,400",427,710,"81,979",12.8%,3.9%
2023-01-02,5,젠틀맨,2022-12-28,"10,305","189,156","98,087,268","1,795,570,091",645,"1,566","190,105",5.4%,9.0%
2023-01-02,6,신비아파트 극장판 차원도깨비와 7개의 세계,2022-12-14,"7,332","381,164","64,552,288","3,644,312,893",390,512,"58,751",12.5%,2.8%
2023-01-02,7,눈의 여왕5: 스노우 프린세스와 미러랜드의 비밀,2022-12-22,"3,676","128,486","32,596,592","1,191,509,416",296,337,"37,114",9.9%,1.8%
2023-01-02,8,극장판 뽀로로와 친구들: 바이러스를 없애줘!,2022-12-01,"2,693","199,906","23,805,300","1,800,968,600",98,114,"13,643",19.7%,0.6%
2023-01-02,9,스위치,2023-01-04,"2,475","34,355","25,857,000","337,781,866",7,8,"2,475",100.0%,0.1%
2023-01-02,10,몬스터 신부: 101번째 프로포즈,2022-12-28,"1,557","27,209","14,456,900","250,128,800",173,202,,,
2023-01-03,1,아바타: 물의 길,2022-12-14,"113,903","8,001,893","1,475,204,233","99,188,325,939","1,991","6,471","1,039,497",11.0%,49.4%
2023-01-03,2,영웅,2022-12-21,"61,500","1,803,334","577,090,019","17,673,423,225","1,016","3,556","487,712",12.6%,23.2%
2023-01-03,3,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,"15,160","721,411","153,265,035","7,366,365,674",375,776,,,
2023-01-03,4,젠틀맨,2022-12-28,"9,628","198,784","89,786,306","1,885,356,397",648,"1,539","184,072",5.2%,8.7%
2023-01-03,5,올빼미,2022-11-23,"9,593","3,266,250","93,656,986","32,206,694,386",432,702,"81,791",11.7%,3.9%
2023-01-03,6,신비아파트 극장판 차원도깨비와 7개의 세계,2022-12-14,"7,146","388,310","63,138,250","3,707,451,143",384,494,"56,970",12.5%,2.7%
2023-01-03,7,눈의 여왕5: 스노우 프린세스와 미러랜드의 비밀,2022-12-22,"3,993","132,479","33,449,932","1,224,959,348",296,337,"37,101",10.8%,1.8%
2023-01-03,8,장화신은 고양이: 끝내주는 모험,2023-01-04,"3,008","9,197","27,072,000","87,128,000",17,17,"3,021",99.6%,0.1%
2023-01-03,9,극장판 뽀로로와 친구들: 바이러스를 없애줘!,2022-12-01,"2,472","202,378","21,315,300","1,822,283,900",104,122,"15,138",16.3%,0.7%
2023-01-03,10,몬스터 신부: 101번째 프로포즈,2022-12-28,"2,213","29,422","17,072,700","267,201,500",193,225,,,
2023-01-04,1,아바타: 물의 길,2022-12-14,"91,614","8,093,507","1,220,595,836","100,408,921,775","1,473","4,464","733,980",12.5%,31.2%
2023-01-04,2,더 퍼스트 슬램덩크,2023-01-04,"62,090","68,735","618,630,760","685,498,760",809,"2,096","267,645",23.2%,11.4%
2023-01-04,3,장화신은 고양이: 끝내주는 모험,2023-01-04,"49,520","58,717","447,599,582","534,727,582",783,"2,340","313,324",15.8%,13.3%
2023-01-04,4,영웅,2022-12-21,"48,340","1,851,674","458,092,540","18,131,515,765",858,"2,461","358,871",13.5%,15.2%
2023-01-04,5,스위치,2023-01-04,"30,547","64,902","289,592,589","627,374,455",866,"3,090","415,617",7.4%,17.7%
2023-01-04,6,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,"9,735","731,146","99,450,215","7,465,815,889",295,464,,,
2023-01-04,7,올빼미,2022-11-23,"4,217","3,270,467","41,884,767","32,248,579,153",212,281,"33,552",12.6%,1.4%
2023-01-04,8,신비아파트 극장판 차원도깨비와 7개의 세계,2022-12-14,"2,984","391,294","27,353,297","3,734,804,440",174,200,"23,764",12.6%,1.0%
2023-01-04,9,3000년의 기다림,2023-01-04,"2,896","3,664","28,365,854","39,707,854",165,225,,,
2023-01-04,10,젠틀맨,2022-12-28,"2,039","200,823","18,363,687","1,903,720,084",215,270,"29,971",6.8%,1.3%
2023-01-05,1,아바타: 물의 길,2022-12-14,"91,107","8,184,614","1,212,558,644","101,621,480,419","1,455","4,450","731,698",12.5%,31.3%
2023-01-05,2,영웅,2022-12-21,"49,248","1,900,922","465,448,078","18,596,963,843",875,"2,548","370,905",13.3%,15.8%
2023-01-05,3,더 퍼스트 슬램덩크,2023-01-04,"42,069","110,804","418,760,478","1,104,259,238",809,"2,091","267,584",15.7%,11.4%
2023-01-05,4,장화신은 고양이: 끝내주는 모험,2023-01-04,"38,467","97,184","346,066,147","880,793,729",793,"2,297","306,958",12.5%,13.1%
2023-01-05,5,스위치,2023-01-04,"24,507","89,409","231,326,420","858,700,875",856,"2,971","399,264",6.1%,17.1%
2023-01-05,6,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,"10,862","742,008","109,551,926","7,575,367,815",300,476,,,
2023-01-05,7,올빼미,2022-11-23,"2,994","3,273,461","29,322,560","32,277,901,713",205,270,"31,690",9.5%,1.4%
2023-01-05,8,신비아파트 극장판 차원도깨비와 7개의 세계,2022-12-14,"2,686","393,980","24,339,900","3,759,144,340",172,195,"23,090",11.6%,1.0%
2023-01-05,9,3000년의 기다림,2023-01-04,"1,888","5,552","17,426,993","57,134,847",176,237,,,
2023-01-05,10,젠틀맨,2022-12-28,"1,777","202,600","15,712,287","1,919,432,371",224,274,"29,861",6.0%,1.3%
2023-01-06,1,아바타: 물의 길,2022-12-14,"117,734","8,302,348","1,635,741,090","103,257,221,509","1,466","4,587","755,444",15.6%,31.4%
2023-01-06,2,영웅,2022-12-21,"63,372","1,964,294","623,699,982","19,220,663,825",874,"2,672","386,084",16.4%,16.0%
2023-01-06,3,더 퍼스트 슬램덩크,2023-01-04,"59,472","170,276","620,510,519","1,724,769,757",843,"2,274","293,899",20.2%,12.2%
2023-01-06,4,장화신은 고양이: 끝내주는 모험,2023-01-04,"41,017","138,201","382,077,217","1,262,870,946",804,"2,347","314,283",13.1%,13.0%
2023-01-06,5,스위치,2023-01-04,"27,877","117,286","273,529,199","1,132,230,074",872,"3,004","399,422",7.0%,16.6%
2023-01-06,6,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,"12,488","754,496","131,690,007","7,707,057,822",306,510,,,
2023-01-06,7,올빼미,2022-11-23,"3,938","3,277,399","40,528,484","32,318,430,197",202,276,"31,466",12.5%,1.3%
2023-01-06,8,신비아파트 극장판 차원도깨비와 7개의 세계,2022-12-14,"3,220","397,200","30,377,197","3,789,521,537",176,201,"24,022",13.4%,1.0%
2023-01-06,9,젠틀맨,2022-12-28,"2,307","204,907","18,858,691","1,938,291,062",212,262,"27,986",8.2%,1.2%
2023-01-06,10,3000년의 기다림,2023-01-04,"1,897","7,449","18,492,589","75,627,436",161,220,,,
2023-01-07,1,아바타: 물의 길,2022-12-14,"251,726","8,554,074","3,408,251,318","106,665,472,827","1,454","4,672","760,686",33.1%,30.1%
2023-01-07,2,영웅,2022-12-21,"133,408","2,097,702","1,365,196,965","20,585,860,790",924,"2,811","403,593",33.1%,16.0%
2023-01-07,3,더 퍼스트 슬램덩크,2023-01-04,"129,238","299,514","1,370,307,256","3,095,077,013","1,023","2,673","353,922",36.5%,14.0%
2023-01-07,4,장화신은 고양이: 끝내주는 모험,2023-01-04,"91,168","229,369","888,433,225","2,151,304,171",922,"2,677","359,792",25.3%,14.2%
2023-01-07,5,스위치,2023-01-04,"56,582","173,868","574,826,971","1,707,057,045",906,"2,912","388,200",14.6%,15.4%
2023-01-07,6,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,"19,398","773,894","208,825,958","7,915,883,780",309,517,,,
2023-01-07,7,올빼미,2022-11-23,"8,016","3,285,415","84,250,857","32,402,681,054",204,282,"31,425",25.5%,1.2%
2023-01-07,8,신비아파트 극장판 차원도깨비와 7개의 세계,2022-12-14,"6,309","403,509","62,661,710","3,852,183,247",208,237,"26,823",23.5%,1.1%
2023-01-07,9,젠틀맨,2022-12-28,"4,397","209,304","41,808,092","1,980,099,154",192,233,"26,627",16.5%,1.0%
2023-01-07,10,3000년의 기다림,2023-01-04,"2,389","9,838","25,685,492","101,312,928",173,229,,,
2023-01-08,1,아바타: 물의 길,2022-12-14,"222,534","8,776,608","2,970,060,027","109,635,532,854","1,439","4,495","732,396",30.4%,29.8%
2023-01-08,2,영웅,2022-12-21,"125,892","2,223,594","1,278,854,920","21,864,715,710",927,"2,746","391,605",32.2%,15.9%
2023-01-08,3,더 퍼스트 슬램덩크,2023-01-04,"120,605","420,119","1,263,213,165","4,358,290,178","1,022","2,660","355,035",34.0%,14.4%
2023-01-08,4,장화신은 고양이: 끝내주는 모험,2023-01-04,"86,726","316,095","843,131,365","2,994,435,536",924,"2,611","348,819",24.9%,14.2%
2023-01-08,5,스위치,2023-01-04,"50,992","224,860","520,628,516","2,227,685,561",912,"2,798","376,203",13.6%,15.3%
2023-01-08,6,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,"21,527","795,421","232,557,320","8,148,441,100",321,521,,,
2023-01-08,7,신비아파트 극장판 차원도깨비와 7개의 세계,2022-12-14,"7,322","410,831","71,916,691","3,924,099,938",214,244,"27,758",26.4%,1.1%
2023-01-08,8,올빼미,2022-11-23,"6,012","3,291,427","63,333,535","32,466,014,589",189,264,"28,960",20.8%,1.2%
2023-01-08,9,젠틀맨,2022-12-28,"4,205","213,509","41,420,477","2,021,519,631",192,229,"26,213",16.0%,1.1%
2023-01-08,10,3000년의 기다림,2023-01-04,"2,021","11,859","20,907,554","122,220,482",168,215,,,
2023-01-09,1,아바타: 물의 길,2022-12-14,"70,516","8,847,124","950,414,824","110,585,947,678","1,348","4,045","663,229",10.6%,29.4%
2023-01-09,2,더 퍼스트 슬램덩크,2023-01-04,"43,229","463,348","436,131,578","4,794,421,756",940,"2,618","363,312",11.9%,16.1%
2023-01-09,3,영웅,2022-12-21,"39,871","2,263,465","383,346,199","22,248,061,909",796,"2,569","377,680",10.6%,16.8%
2023-01-09,4,장화신은 고양이: 끝내주는 모험,2023-01-04,"21,071","337,166","193,221,924","3,187,657,460",764,"2,131","289,049",7.3%,12.8%
2023-01-09,5,스위치,2023-01-04,"16,435","241,295","158,312,176","2,385,997,737",800,"2,461","335,774",4.9%,14.9%
2023-01-09,6,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,"9,426","804,847","96,070,157","8,244,511,257",311,544,,,
2023-01-09,7,올빼미,2022-11-23,"2,407","3,293,834","24,459,432","32,490,474,021",197,270,"31,156",7.7%,1.4%
2023-01-09,8,젠틀맨,2022-12-28,"1,672","215,181","11,220,196","2,032,739,827",140,156,"17,471",9.6%,0.8%
2023-01-09,9,신비아파트 극장판 차원도깨비와 7개의 세계,2022-12-14,"1,670","412,501","15,755,598","3,939,855,536",154,177,"20,234",8.3%,0.9%
2023-01-09,10,3000년의 기다림,2023-01-04,"1,082","12,941","10,004,290","132,224,772",145,192,,,
2023-01-10,1,아바타: 물의 길,2022-12-14,"63,373","8,910,497","850,591,259","111,436,538,937","1,350","4,017","655,196",9.7%,29.2%
2023-01-10,2,더 퍼스트 슬램덩크,2023-01-04,"38,514","501,862","388,556,090","5,182,977,846",953,"2,618","361,691",10.7%,16.1%
2023-01-10,3,영웅,2022-12-21,"37,874","2,301,339","363,405,267","22,611,467,176",823,"2,556","374,566",10.1%,16.7%
2023-01-10,4,장화신은 고양이: 끝내주는 모험,2023-01-04,"22,556","359,722","202,416,907","3,390,074,367",785,"2,112","283,676",8.0%,12.6%
2023-01-10,5,스위치,2023-01-04,"20,109","261,404","176,339,877","2,562,337,614",831,"2,470","334,528",6.0%,14.9%
2023-01-10,6,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,"9,841","814,688","100,524,642","8,345,035,899",324,552,,,
2023-01-10,7,올빼미,2022-11-23,"2,140","3,295,974","21,622,363","32,512,096,384",202,277,"31,496",6.8%,1.4%
2023-01-10,8,3000년의 기다림,2023-01-04,"2,041","14,982","15,350,788","147,575,560",143,204,,,
2023-01-10,9,신비아파트 극장판 차원도깨비와 7개의 세계,2022-12-14,"1,594","414,095","14,920,998","3,954,776,534",145,163,"18,809",8.5%,0.8%
2023-01-10,10,젠틀맨,2022-12-28,"1,237","216,418","8,530,393","2,041,270,220",140,164,"18,279",6.8%,0.8%
2023-01-11,1,아바타: 물의 길,2022-12-14,"56,896","8,967,393","773,184,257","112,209,723,194","1,328","3,801","614,998",9.3%,27.1%
2023-01-11,2,더 퍼스트 슬램덩크,2023-01-04,"47,241","549,103","473,923,451","5,656,901,297",915,"3,052","443,859",10.6%,19.5%
2023-01-11,3,영웅,2022-12-21,"38,130","2,339,469","362,967,900","22,974,435,076",871,"2,932","440,790",8.7%,19.4%
2023-01-11,4,장화신은 고양이: 끝내주는 모험,2023-01-04,"19,414","379,136","174,001,468","3,564,075,835",715,"1,856","235,920",8.2%,10.4%
2023-01-11,5,스위치,2023-01-04,"14,695","276,099","131,358,252","2,693,695,866",748,"2,063","263,394",5.6%,11.6%
2023-01-11,6,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,"9,874","824,562","99,964,658","8,445,000,557",358,695,,,
2023-01-11,7,유령,2023-01-18,"4,919","4,919","44,330,000","44,330,000",10,19,"5,058",97.3%,0.2%
2023-01-11,8,올빼미,2022-11-23,"2,435","3,298,409","25,012,196","32,537,108,580",238,323,"38,866",6.3%,1.7%
2023-01-11,9,프린스 챠밍,2023-01-11,"1,324","1,776","9,671,000","12,835,000",146,175,,,
2023-01-11,10,시간을 꿈꾸는 소녀,2023-01-11,"1,143","2,571","9,880,600","22,987,600",77,100,,,
2023-01-12,1,아바타: 물의 길,2022-12-14,"54,684","9,022,077","735,902,322","112,945,625,516","1,336","3,797","612,226",8.9%,27.1%
2023-01-12,2,더 퍼스트 슬램덩크,2023-01-04,"40,576","589,679","407,360,080","6,064,261,377",940,"3,063","445,616",9.1%,19.7%
2023-01-12,3,영웅,2022-12-21,"35,111","2,374,580","335,053,804","23,309,488,880",873,"2,909","436,732",8.0%,19.3%
2023-01-12,4,장화신은 고양이: 끝내주는 모험,2023-01-04,"20,037","399,173","178,725,111","3,742,800,946",734,"1,856","236,412",8.5%,10.5%
2023-01-12,5,스위치,2023-01-04,"12,008","288,107","108,978,552","2,802,674,418",726,"1,963","252,956",4.8%,11.2%
2023-01-12,6,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,"9,617","834,179","97,547,784","8,542,548,341",366,715,,,
2023-01-12,7,유령,2023-01-18,"3,272","8,191","34,403,000","78,733,000",15,16,"3,343",97.9%,0.2%
2023-01-12,8,올빼미,2022-11-23,"2,488","3,300,897","25,345,365","32,562,453,945",248,332,"41,556",6.0%,1.8%
2023-01-12,9,프린스 챠밍,2023-01-11,"1,202","2,978","9,432,100","22,267,100",140,166,,,
2023-01-12,10,신비아파트 극장판 차원도깨비와 7개의 세계,2022-12-14,"1,032","416,047","9,006,600","3,972,102,234",106,115,"13,140",7.9%,0.6%
2023-01-13,1,아바타: 물의 길,2022-12-14,"74,486","9,096,563","1,071,312,042","114,016,937,558","1,379","4,044","646,699",11.5%,27.6%
2023-01-13,2,더 퍼스트 슬램덩크,2023-01-04,"63,697","653,376","666,718,361","6,730,979,738",987,"3,256","469,624",13.6%,20.0%
2023-01-13,3,영웅,2022-12-21,"45,553","2,420,133","454,697,636","23,764,186,516",920,"3,095","461,635",9.9%,19.7%
2023-01-13,4,장화신은 고양이: 끝내주는 모험,2023-01-04,"22,563","421,736","208,804,929","3,951,605,875",752,"1,845","233,968",9.6%,10.0%
2023-01-13,5,스위치,2023-01-04,"14,587","302,694","134,161,437","2,936,835,855",738,"2,022","261,921",5.6%,11.2%
2023-01-13,6,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,"9,723","843,902","104,508,414","8,647,056,755",366,751,,,
2023-01-13,7,올빼미,2022-11-23,"3,242","3,304,139","34,787,278","32,597,241,223",259,364,"44,068",7.4%,1.9%
2023-01-13,8,교섭,2023-01-18,"1,397","1,676","15,219,000","18,009,000",4,4,"1,397",100.0%,0.1%
2023-01-13,9,프린스 챠밍,2023-01-11,"1,170","4,148","9,749,300","32,016,400",142,171,,,
2023-01-13,10,신비아파트 극장판 차원도깨비와 7개의 세계,2022-12-14,"1,022","417,069","10,081,896","3,982,184,130",111,127,"13,992",7.3%,0.6%
2023-01-14,1,아바타: 물의 길,2022-12-14,"169,086","9,265,649","2,343,725,725","116,360,663,283","1,409","4,303","680,483",24.9%,27.3%
2023-01-14,2,더 퍼스트 슬램덩크,2023-01-04,"153,322","806,698","1,608,265,970","8,339,245,708","1,042","3,503","505,923",30.3%,20.3%
2023-01-14,3,영웅,2022-12-21,"96,428","2,516,561","980,389,701","24,744,576,217",965,"3,287","488,659",19.7%,19.6%
2023-01-14,4,장화신은 고양이: 끝내주는 모험,2023-01-04,"61,320","483,056","595,657,570","4,547,263,445",814,"2,050","256,497",23.9%,10.3%
2023-01-14,5,스위치,2023-01-04,"29,376","332,070","276,073,942","3,212,909,797",733,"2,073","270,372",10.9%,10.8%
2023-01-14,6,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,"20,281","864,183","219,716,609","8,866,773,364",373,787,,,
2023-01-14,7,올빼미,2022-11-23,"7,461","3,311,600","81,901,326","32,679,142,549",257,384,"45,511",16.4%,1.8%
2023-01-14,8,신비아파트 극장판 차원도깨비와 7개의 세계,2022-12-14,"3,983","421,052","39,242,692","4,021,426,822",153,186,"20,361",19.6%,0.8%
2023-01-14,9,프린스 챠밍,2023-01-11,"3,117","7,265","29,383,900","61,400,300",181,244,,,
2023-01-14,10,문맨,2023-01-11,"1,598","4,614","10,824,019","37,981,916",101,120,"13,788",11.6%,0.6%
2023-01-15,1,아바타: 물의 길,2022-12-14,"148,709","9,414,358","2,040,883,707","118,401,546,990","1,390","4,158","658,525",22.6%,27.2%
2023-01-15,2,더 퍼스트 슬램덩크,2023-01-04,"128,236","934,934","1,328,806,649","9,668,052,357","1,035","3,417","492,402",26.0%,20.3%
2023-01-15,3,영웅,2022-12-21,"88,237","2,604,798","897,854,687","25,642,430,904",937,"3,175","473,894",18.6%,19.6%
2023-01-15,4,장화신은 고양이: 끝내주는 모험,2023-01-04,"57,323","540,379","558,153,592","5,105,417,037",814,"2,024","255,528",22.4%,10.6%
2023-01-15,5,스위치,2023-01-04,"25,863","357,933","242,257,572","3,455,167,369",714,"1,972","256,330",10.1%,10.6%
2023-01-15,6,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,"23,530","887,713","259,493,565","9,126,266,929",391,800,,,
2023-01-15,7,올빼미,2022-11-23,"5,911","3,317,511","64,865,978","32,744,008,527",238,362,"42,922",13.8%,1.8%
2023-01-15,8,신비아파트 극장판 차원도깨비와 7개의 세계,2022-12-14,"4,315","425,367","42,088,596","4,063,515,418",155,186,"20,246",21.3%,0.8%
2023-01-15,9,프린스 챠밍,2023-01-11,"2,938","10,203","27,846,000","89,246,300",177,236,,,
2023-01-15,10,극장판 뽀로로와 친구들: 바이러스를 없애줘!,2022-12-01,"1,475","213,710","14,168,700","1,924,051,100",63,65,"8,881",16.6%,0.4%
2023-01-16,1,아바타: 물의 길,2022-12-14,"48,885","9,463,243","677,380,143","119,078,927,133","1,262","3,656","588,970",8.3%,27.4%
2023-01-16,2,더 퍼스트 슬램덩크,2023-01-04,"40,257","975,191","405,865,573","10,073,917,930",953,"3,241","469,992",8.6%,21.9%
2023-01-16,3,영웅,2022-12-21,"27,590","2,632,388","266,905,098","25,909,336,002",840,"2,867","435,059",6.3%,20.2%
2023-01-16,4,장화신은 고양이: 끝내주는 모험,2023-01-04,"14,271","554,650","128,690,185","5,234,107,222",667,"1,598","204,944",7.0%,9.5%
2023-01-16,5,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,"9,575","897,288","97,975,532","9,224,242,461",358,771,,,
2023-01-16,6,스위치,2023-01-04,"7,028","364,961","65,156,974","3,520,324,343",619,"1,551","209,565",3.4%,9.8%
2023-01-16,7,유령,2023-01-18,"2,232","10,537","20,032,000","99,401,000",9,10,"2,373",94.1%,0.1%
2023-01-16,8,올빼미,2022-11-23,"2,142","3,319,653","22,189,477","32,766,198,004",239,345,"41,707",5.1%,1.9%
2023-01-16,9,신비아파트 극장판 차원도깨비와 7개의 세계,2022-12-14,816,"426,183","7,526,100","4,071,041,518",109,123,"13,809",5.9%,0.6%
2023-01-16,10,프린스 챠밍,2023-01-11,544,"10,747","4,567,900","93,814,200",107,130,,,
2023-01-17,1,아바타: 물의 길,2022-12-14,"47,019","9,510,262","646,968,030","119,725,895,163","1,290","3,669","589,531",8.0%,27.3%
2023-01-17,2,더 퍼스트 슬램덩크,2023-01-04,"38,025","1,013,216","383,031,252","10,456,949,182",960,"3,227","469,308",8.1%,21.7%
2023-01-17,3,영웅,2022-12-21,"27,097","2,659,485","262,049,375","26,171,385,377",851,"2,890","438,450",6.2%,20.3%
2023-01-17,4,장화신은 고양이: 끝내주는 모험,2023-01-04,"15,993","570,643","141,579,177","5,375,686,399",688,"1,673","210,722",7.6%,9.8%
2023-01-17,5,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,"10,457","907,745","106,885,054","9,331,127,515",373,787,,,
2023-01-17,6,스위치,2023-01-04,"6,921","371,882","63,074,485","3,583,398,828",621,"1,517","203,518",3.4%,9.4%
2023-01-17,7,올빼미,2022-11-23,"2,008","3,321,661","20,835,380","32,787,033,384",238,345,"42,443",4.7%,2.0%
2023-01-17,8,프린스 챠밍,2023-01-11,"1,688","12,435","10,405,900","104,220,100",147,178,,,
2023-01-17,9,신비아파트 극장판 차원도깨비와 7개의 세계,2022-12-14,884,"427,067","8,166,100","4,079,207,618",108,117,"13,153",6.7%,0.6%
2023-01-17,10,시간을 꿈꾸는 소녀,2023-01-11,708,"7,328","5,392,699","59,882,395",60,76,,,
2023-01-18,1,교섭,2023-01-18,"104,795","106,471","998,963,192","1,016,972,192","1,289","5,986","983,763",10.7%,38.7%
2023-01-18,2,유령,2023-01-18,"41,498","52,053","400,603,149","500,109,149","1,099","3,922","579,631",7.2%,22.8%
2023-01-18,3,더 퍼스트 슬램덩크,2023-01-04,"37,714","1,050,930","378,419,939","10,835,369,121",725,"2,047","273,281",13.8%,10.8%
2023-01-18,4,아바타: 물의 길,2022-12-14,"26,246","9,536,508","365,348,267","120,091,243,430",708,"1,565","233,556",11.2%,9.2%
2023-01-18,5,영웅,2022-12-21,"14,833","2,674,318","140,704,743","26,312,090,120",648,"1,301","152,840",9.7%,6.0%
2023-01-18,6,장화신은 고양이: 끝내주는 모험,2023-01-04,"7,838","578,481","67,207,091","5,442,893,490",416,532,"57,374",13.7%,2.3%
2023-01-18,7,캐리와 슈퍼콜라,2023-01-18,"5,429","6,561","47,239,113","59,427,113",340,418,"47,020",11.6%,1.8%
2023-01-18,8,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,"5,312","913,057","54,324,048","9,385,451,563",251,374,,,
2023-01-18,9,라일 라일 크로커다일,2023-01-18,"5,098","5,353","46,156,410","48,451,410",371,650,"74,561",6.8%,2.9%
2023-01-18,10,스위치,2023-01-04,"1,650","373,532","14,700,200","3,598,099,028",180,333,"37,604",4.4%,1.5%
2023-01-19,1,교섭,2023-01-18,"67,513","173,984","650,786,476","1,667,758,668","1,279","5,821","961,641",7.0%,38.3%
2023-01-19,2,더 퍼스트 슬램덩크,2023-01-04,"34,504","1,085,434","347,809,385","11,183,178,506",752,"2,111","283,832",12.2%,11.3%
2023-01-19,3,유령,2023-01-18,"29,793","81,846","288,479,677","788,588,826","1,045","3,582","534,045",5.6%,21.2%
2023-01-19,4,아바타: 물의 길,2022-12-14,"28,683","9,565,191","393,443,863","120,484,687,293",727,"1,610","237,493",12.1%,9.4%
2023-01-19,5,영웅,2022-12-21,"15,371","2,689,689","147,713,019","26,459,803,139",660,"1,329","156,983",9.8%,6.2%
2023-01-19,6,장화신은 고양이: 끝내주는 모험,2023-01-04,"7,787","586,268","67,282,636","5,510,176,126",425,555,"60,580",12.9%,2.4%
2023-01-19,7,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,"6,278","919,335","64,639,853","9,450,091,416",286,429,,,
2023-01-19,8,라일 라일 크로커다일,2023-01-18,"4,415","9,768","40,011,610","88,463,020",361,627,"71,541",6.2%,2.8%
2023-01-19,9,캐리와 슈퍼콜라,2023-01-18,"3,771","10,332","32,386,414","91,813,527",328,385,"43,805",8.6%,1.7%
2023-01-19,10,스위치,2023-01-04,"2,501","376,033","19,619,899","3,617,718,927",185,342,"39,171",6.4%,1.6%
2023-01-20,1,교섭,2023-01-18,"91,472","265,456","937,772,286","2,605,530,954","1,281","6,064","999,804",9.2%,37.9%
2023-01-20,2,더 퍼스트 슬램덩크,2023-01-04,"71,885","1,157,319","761,028,245","11,944,206,751",835,"2,374","315,990",22.8%,12.0%
2023-01-20,3,아바타: 물의 길,2022-12-14,"49,712","9,614,903","731,725,530","121,216,412,823",757,"1,732","256,056",19.4%,9.7%
2023-01-20,4,유령,2023-01-18,"35,189","117,035","361,825,057","1,150,413,883","1,045","3,575","530,272",6.6%,20.1%
2023-01-20,5,영웅,2022-12-21,"23,643","2,713,332","241,417,723","26,701,220,862",710,"1,452","171,757",13.8%,6.5%
2023-01-20,6,장화신은 고양이: 끝내주는 모험,2023-01-04,"8,913","595,181","82,613,848","5,592,789,974",458,599,"65,403",13.6%,2.5%
2023-01-20,7,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,"7,569","926,904","81,126,563","9,531,217,979",302,476,,,
2023-01-20,8,라일 라일 크로커다일,2023-01-18,"5,017","14,785","48,281,686","136,744,706",383,639,"73,064",6.9%,2.8%
