날짜,순위,영화명,개봉일,관객수,누적관객수,매출액,누적매출액,스크린수,상영횟수,좌석수,좌석판매율,좌석점유율
2025-06-27,5,하이파이브,2025-05-30,"11,880","1,804,057","110,073,760","16,739,862,510",628,"1,137","130,030",9.1%,6.3%
2025-06-27,6,28년 후,2025-06-19,"10,271","298,276","91,622,620","2,671,800,740",619,"1,116","132,610",7.8%,6.4%
2025-06-27,7,무명 無名,2025-06-25,"6,878","22,284","63,779,700","192,577,800",184,246,,,
2025-06-27,8,미션 임파서블: 파이널 레코닝,2025-05-17,"5,298","3,336,387","51,503,200","32,724,428,500",318,402,"51,579",10.3%,2.5%
2025-06-27,9,신명,2025-06-02,"4,382","734,496","41,889,660","7,012,130,310",379,558,"64,117",6.8%,3.1%
2025-06-27,10,바람계곡의 나우시카,2000-12-30,"3,584","16,838","35,456,700","147,145,360",363,552,,,
2025-06-28,1,F1 더 무비,2025-06-25,"146,966","348,020","1,620,866,750","3,748,909,650","1,505","5,427","864,746",17.0%,37.6%
2025-06-28,2,드래곤 길들이기,2025-06-06,"67,400","1,468,718","647,784,480","14,861,806,830",970,"2,327","306,640",22.0%,13.4%
2025-06-28,3,노이즈,2025-06-25,"58,539","144,333","579,528,050","1,372,521,730",870,"1,822","213,635",27.4%,9.3%
2025-06-28,4,엘리오,2025-06-18,"56,210","385,425","520,450,490","3,571,530,260",964,"2,130","261,407",21.5%,11.4%
2025-06-28,5,하이파이브,2025-05-30,"19,640","1,823,697","185,129,600","16,924,992,110",610,"1,106","123,059",16.0%,5.4%
2025-06-28,6,28년 후,2025-06-19,"14,004","312,280","125,888,760","2,797,689,500",570,886,"103,635",13.5%,4.5%
2025-06-28,7,미션 임파서블: 파이널 레코닝,2025-05-17,"10,003","3,346,390","96,535,100","32,820,963,600",318,408,"49,901",20.1%,2.2%
2025-06-28,8,신명,2025-06-02,"7,179","741,675","68,727,200","7,080,857,510",340,491,"53,305",13.5%,2.3%
2025-06-28,9,무명 無名,2025-06-25,"6,367","28,651","66,342,500","258,920,300",171,246,,,
2025-06-28,10,바람계곡의 나우시카,2000-12-30,"5,883","22,721","64,107,950","211,253,310",367,474,,,
2025-06-29,1,F1 더 무비,2025-06-25,"134,479","482,499","1,466,046,740","5,214,956,390","1,465","5,099","810,933",16.6%,36.7%
2025-06-29,2,드래곤 길들이기,2025-06-06,"60,683","1,529,401","580,075,200","15,441,882,030",918,"2,227","292,801",20.7%,13.3%
2025-06-29,3,노이즈,2025-06-25,"58,236","202,569","576,818,010","1,949,339,740",878,"1,874","219,436",26.5%,9.9%
2025-06-29,4,엘리오,2025-06-18,"53,779","439,204","495,963,700","4,067,493,960",962,"2,090","256,801",20.9%,11.6%
2025-06-29,5,하이파이브,2025-05-30,"17,660","1,841,357","164,841,800","17,089,833,910",617,"1,050","116,553",15.2%,5.3%
2025-06-29,6,28년 후,2025-06-19,"10,672","322,952","95,147,400","2,892,836,900",553,860,"99,795",10.7%,4.5%
2025-06-29,7,미션 임파서블: 파이널 레코닝,2025-05-17,"9,196","3,355,586","88,020,960","32,908,984,560",308,407,"50,013",18.4%,2.3%
2025-06-29,8,신명,2025-06-02,"7,278","748,953","69,934,450","7,150,791,960",338,480,"53,989",13.5%,2.4%
2025-06-29,9,바람계곡의 나우시카,2000-12-30,"5,475","28,196","59,877,400","271,130,710",356,453,,,
2025-06-29,10,무명 無名,2025-06-25,"4,774","33,425","48,996,200","307,916,500",153,224,,,
2025-06-30,1,F1 더 무비,2025-06-25,"52,400","534,899","550,562,670","5,765,519,060","1,387","4,408","712,360",7.4%,37.6%
2025-06-30,2,노이즈,2025-06-25,"30,389","232,958","290,539,130","2,239,878,870",807,"1,858","219,478",13.9%,11.6%
2025-06-30,3,드래곤 길들이기,2025-06-06,"17,846","1,547,247","169,941,930","15,611,823,960",654,"1,521","206,551",8.6%,10.9%
2025-06-30,4,엘리오,2025-06-18,"9,910","449,114","87,097,930","4,154,591,890",644,"1,064","135,137",7.3%,7.1%
2025-06-30,5,하이파이브,2025-05-30,"7,995","1,849,352","69,957,100","17,159,791,010",577,"1,050","117,278",6.8%,6.2%
2025-06-30,6,28년 후,2025-06-19,"5,438","328,390","48,449,820","2,941,286,720",516,843,"103,141",5.3%,5.4%
2025-06-30,7,미션 임파서블: 파이널 레코닝,2025-05-17,"4,415","3,360,001","39,750,300","32,948,734,860",303,405,"52,606",8.4%,2.8%
2025-06-30,8,신명,2025-06-02,"3,196","752,149","28,925,700","7,179,717,660",333,513,"58,406",5.5%,3.1%
2025-06-30,9,바람계곡의 나우시카,2000-12-30,"2,507","30,703","23,471,400","294,602,110",350,472,,,
2025-06-30,10,무명 無名,2025-06-25,"2,136","35,561","19,558,100","327,474,600",155,228,,,
2025-07-01,1,F1 더 무비,2025-06-25,"46,766","581,665","505,476,920","6,270,995,980","1,382","4,314","701,281",6.7%,37.8%
2025-07-01,2,노이즈,2025-06-25,"34,323","267,281","325,399,500","2,565,278,370",828,"1,973","230,306",14.9%,12.4%
2025-07-01,3,드래곤 길들이기,2025-06-06,"15,294","1,562,541","147,392,710","15,759,216,670",651,"1,466","199,169",7.7%,10.7%
2025-07-01,4,엘리오,2025-06-18,"8,594","457,708","76,747,080","4,231,338,970",624,"1,016","130,165",6.6%,7.0%
2025-07-01,5,하이파이브,2025-05-30,"6,387","1,855,739","58,334,520","17,218,125,530",546,941,"104,195",6.1%,5.6%
2025-07-01,6,28년 후,2025-06-19,"4,767","333,157","42,345,200","2,983,631,920",512,813,"98,216",4.9%,5.3%
2025-07-01,7,미션 임파서블: 파이널 레코닝,2025-05-17,"3,543","3,363,544","33,120,500","32,981,855,360",301,404,"51,866",6.8%,2.8%
2025-07-01,8,바람계곡의 나우시카,2000-12-30,"2,984","33,687","27,576,300","322,178,410",327,440,,,
2025-07-01,9,신명,2025-06-02,"2,817","754,966","25,480,700","7,205,198,360",330,468,"53,657",5.3%,2.9%
2025-07-01,10,무명 無名,2025-06-25,"2,015","37,576","18,941,300","346,415,900",146,219,,,
2025-07-02,1,쥬라기 월드: 새로운 시작,2025-07-02,"151,106","152,804","1,417,239,560","1,438,103,560","1,565","5,814","878,930",17.2%,43.3%
2025-07-02,2,F1 더 무비,2025-06-25,"39,305","620,970","427,037,450","6,698,033,430","1,003","2,821","415,550",9.5%,20.5%
2025-07-02,3,노이즈,2025-06-25,"37,693","304,974","359,553,520","2,924,831,890",757,"1,810","206,363",18.3%,10.2%
2025-07-02,4,드래곤 길들이기,2025-06-06,"12,894","1,575,435","122,119,940","15,881,336,610",592,"1,103","132,520",9.7%,6.5%
2025-07-02,5,엘리오,2025-06-18,"8,395","466,103","71,643,960","4,302,982,930",469,631,"74,613",11.3%,3.7%
2025-07-02,6,하이파이브,2025-05-30,"3,322","1,859,061","29,225,650","17,247,351,180",340,477,"51,453",6.5%,2.5%
2025-07-02,7,바람계곡의 나우시카,2000-12-30,"2,784","36,471","24,183,200","346,361,610",147,168,,,
2025-07-02,8,28년 후,2025-06-19,"2,256","335,413","19,754,800","3,003,386,720",269,315,"34,213",6.6%,1.7%
2025-07-02,9,시네마 천국,1990-07-07,"1,793","66,223","16,736,500","420,833,500",123,188,,,
2025-07-02,10,미션 임파서블: 파이널 레코닝,2025-05-17,"1,690","3,365,234","15,718,100","32,997,573,460",136,169,"19,070",8.9%,0.9%
2025-07-03,1,쥬라기 월드: 새로운 시작,2025-07-02,"101,850","254,654","950,174,220","2,388,277,780","1,555","5,719","869,582",11.7%,42.7%
2025-07-03,2,노이즈,2025-06-25,"42,243","347,217","402,002,150","3,326,834,040",784,"1,927","220,092",19.2%,10.8%
2025-07-03,3,F1 더 무비,2025-06-25,"39,443","660,413","432,776,870","7,130,810,300",994,"2,814","413,352",9.5%,20.3%
2025-07-03,4,드래곤 길들이기,2025-06-06,"12,886","1,588,321","122,379,270","16,003,715,880",595,"1,116","134,519",9.6%,6.6%
2025-07-03,5,엘리오,2025-06-18,"6,578","472,681","57,471,050","4,360,453,980",480,653,"74,963",8.8%,3.7%
2025-07-03,6,하이파이브,2025-05-30,"3,475","1,862,536","31,199,500","17,278,550,680",351,483,"52,058",6.7%,2.6%
2025-07-03,7,28년 후,2025-06-19,"2,872","338,285","24,685,300","3,028,072,020",254,309,"34,201",8.4%,1.7%
2025-07-03,8,무명 無名,2025-06-25,"2,021","41,230","18,882,300","380,548,900",128,184,,,
2025-07-03,9,미션 임파서블: 파이널 레코닝,2025-05-17,"1,914","3,367,148","16,734,000","33,014,307,460",140,169,"18,421",10.4%,0.9%
2025-07-03,10,극장판 프로젝트 세카이 부서진 세카이와 전해지지 않는 미쿠의 노래,2025-05-29,"1,733","79,011","14,586,600","749,092,410",49,50,"5,709",30.4%,0.3%
2025-07-04,1,쥬라기 월드: 새로운 시작,2025-07-02,"143,039","397,693","1,391,233,020","3,779,510,800","1,589","6,031","908,187",15.8%,42.6%
2025-07-04,2,노이즈,2025-06-25,"78,305","425,522","772,571,370","4,099,405,410",867,"2,238","262,874",29.8%,12.3%
2025-07-04,3,F1 더 무비,2025-06-25,"61,922","722,335","702,836,410","7,833,646,710","1,026","2,925","430,356",14.4%,20.2%
2025-07-04,4,드래곤 길들이기,2025-06-06,"17,443","1,605,764","174,716,290","16,178,432,170",595,"1,142","134,252",13.0%,6.3%
2025-07-04,5,엘리오,2025-06-18,"8,949","481,630","80,381,900","4,440,835,880",493,668,"77,034",11.6%,3.6%
2025-07-04,6,하이파이브,2025-05-30,"4,558","1,867,094","43,109,820","17,321,660,500",367,499,"55,306",8.2%,2.6%
2025-07-04,7,28년 후,2025-06-19,"2,736","341,021","24,135,600","3,052,207,620",245,292,"31,998",8.6%,1.5%
2025-07-04,8,미션 임파서블: 파이널 레코닝,2025-05-17,"2,300","3,369,448","22,222,000","33,036,529,460",146,175,"19,024",12.1%,0.9%
2025-07-04,9,무명 無名,2025-06-25,"2,210","43,440","21,537,800","402,086,700",130,191,,,
2025-07-04,10,시네마 천국,1990-07-07,"1,806","69,553","17,450,300","452,676,200",129,194,,,
2025-07-05,1,쥬라기 월드: 새로운 시작,2025-07-02,"357,017","754,710","3,425,578,460","7,205,089,260","1,645","6,713","1,003,669",35.6%,42.7%
2025-07-05,2,F1 더 무비,2025-06-25,"135,361","857,696","1,508,368,870","9,342,015,580",958,"2,869","420,778",32.2%,17.9%
2025-07-05,3,노이즈,2025-06-25,"122,932","548,454","1,202,058,160","5,301,463,570",944,"2,704","321,486",38.2%,13.7%
2025-07-05,4,드래곤 길들이기,2025-06-06,"40,601","1,646,365","390,719,110","16,569,151,280",706,"1,434","168,818",24.1%,7.2%
2025-07-05,5,엘리오,2025-06-18,"29,908","511,538","274,303,610","4,715,139,490",687,"1,172","129,065",23.2%,5.5%
2025-07-05,6,바람계곡의 나우시카,2000-12-30,"5,998","45,529","57,170,170","433,883,980",182,223,,,
2025-07-05,7,하이파이브,2025-05-30,"5,058","1,872,152","46,730,000","17,368,390,500",257,324,"33,079",15.3%,1.4%
2025-07-05,8,미션 임파서블: 파이널 레코닝,2025-05-17,"4,317","3,373,765","42,415,660","33,078,945,120",127,152,"16,676",25.9%,0.7%
2025-07-05,9,28년 후,2025-06-19,"3,081","344,102","27,889,140","3,080,096,760",184,223,"23,968",12.9%,1.0%
2025-07-05,10,시네마 천국,1990-07-07,"2,710","72,263","27,666,900","480,343,100",127,167,,,
2025-07-06,1,쥬라기 월드: 새로운 시작,2025-07-02,"304,376","1,059,086","2,910,705,880","10,115,795,140","1,641","6,421","956,781",31.8%,42.3%
2025-07-06,2,노이즈,2025-06-25,"125,023","673,477","1,226,129,470","6,527,593,040","1,001","2,735","325,263",38.4%,14.4%
2025-07-06,3,F1 더 무비,2025-06-25,"123,378","981,074","1,367,485,350","10,709,500,930",966,"2,728","398,616",31.0%,17.6%
2025-07-06,4,드래곤 길들이기,2025-06-06,"39,167","1,685,532","375,762,710","16,944,913,990",700,"1,374","162,514",24.1%,7.2%
2025-07-06,5,엘리오,2025-06-18,"29,559","541,097","272,042,330","4,987,181,820",684,"1,130","124,648",23.7%,5.5%
2025-07-06,6,하이파이브,2025-05-30,"4,178","1,876,330","38,898,270","17,407,288,770",232,294,"30,148",13.9%,1.3%
2025-07-06,7,미션 임파서블: 파이널 레코닝,2025-05-17,"3,731","3,377,496","36,345,170","33,115,290,290",121,144,"15,895",23.5%,0.7%
2025-07-06,8,무명 無名,2025-06-25,"3,322","49,185","34,678,600","461,096,600",129,160,,,
2025-07-06,9,바람계곡의 나우시카,2000-12-30,"3,026","48,555","29,893,000","463,776,980",165,191,,,
2025-07-07,1,쥬라기 월드: 새로운 시작,2025-07-02,"65,659","1,124,745","619,085,860","10,734,881,000","1,463","5,393","833,840",7.9%,42.2%
2025-07-07,2,노이즈,2025-06-25,"50,668","724,145","486,935,520","7,014,528,560",822,"2,520","297,019",17.1%,15.0%
2025-07-07,3,F1 더 무비,2025-06-25,"42,632","1,023,706","472,671,880","11,182,172,810",914,"2,600","382,399",11.2%,19.4%
2025-07-07,4,드래곤 길들이기,2025-06-06,"9,277","1,694,809","89,153,260","17,034,067,250",552,995,"118,131",7.9%,6.0%
2025-07-07,5,엘리오,2025-06-18,"3,947","545,044","35,567,420","5,022,749,240",427,561,"66,762",5.9%,3.4%
2025-07-07,6,하이파이브,2025-05-30,"2,209","1,878,539","19,129,600","17,426,418,370",278,360,"40,502",5.5%,2.0%
2025-07-07,7,미션 임파서블: 파이널 레코닝,2025-05-17,"1,626","3,379,122","15,521,600","33,130,811,890",135,168,"19,355",8.4%,1.0%
2025-07-07,8,무명 無名,2025-06-25,"1,562","50,747","14,847,100","475,943,700",118,166,,,
2025-07-07,9,신명,2025-06-02,"1,554","764,523","13,968,700","7,293,530,160",147,194,"21,055",7.4%,1.1%
2025-07-07,10,바람계곡의 나우시카,2000-12-30,"1,284","49,839","11,688,200","475,465,180",151,173,,,
2025-07-08,1,쥬라기 월드: 새로운 시작,2025-07-02,"59,794","1,184,539","562,664,730","11,297,545,730","1,477","5,350","821,414",7.3%,41.3%
2025-07-08,2,노이즈,2025-06-25,"52,506","776,651","501,519,190","7,516,047,750",863,"2,609","311,613",16.9%,15.7%
2025-07-08,3,F1 더 무비,2025-06-25,"45,102","1,068,808","508,198,320","11,690,371,130",936,"2,617","383,391",11.8%,19.3%
2025-07-08,4,드래곤 길들이기,2025-06-06,"9,846","1,704,655","94,596,740","17,128,663,990",547,995,"117,565",8.4%,5.9%
2025-07-08,5,엘리오,2025-06-18,"5,558","550,602","48,754,700","5,071,503,940",447,575,"68,523",8.1%,3.4%
2025-07-08,6,신명,2025-06-02,"2,891","767,414","24,640,400","7,318,170,560",175,220,"23,668",12.2%,1.2%
2025-07-08,7,하이파이브,2025-05-30,"2,847","1,881,386","25,495,100","17,451,913,470",301,378,"40,971",7.0%,2.1%
2025-07-08,8,바람계곡의 나우시카,2000-12-30,"1,869","51,708","16,672,300","492,137,480",165,186,,,
2025-07-08,9,무명 無名,2025-06-25,"1,686","52,433","15,922,600","491,866,300",119,168,,,
2025-07-08,10,미션 임파서블: 파이널 레코닝,2025-05-17,"1,628","3,380,750","15,125,100","33,145,936,990",131,158,"18,385",8.9%,0.9%
2025-07-09,1,슈퍼맨,2025-07-09,"92,940","93,951","935,617,870","952,030,870","1,286","4,712","738,611",12.6%,34.9%
2025-07-09,2,노이즈,2025-06-25,"50,455","827,106","484,195,150","8,000,242,900",822,"2,346","278,843",18.1%,13.2%
2025-07-09,3,쥬라기 월드: 새로운 시작,2025-07-02,"48,181","1,232,720","447,797,080","11,745,342,810","1,186","3,608","495,483",9.7%,23.4%
2025-07-09,4,F1 더 무비,2025-06-25,"31,493","1,100,301","308,655,420","11,999,026,550",769,"1,769","239,133",13.2%,11.3%
2025-07-09,5,괴기열차,2025-07-09,"12,919","13,425","117,124,060","122,206,660",573,"1,085","116,345",11.1%,5.5%
2025-07-09,6,드래곤 길들이기,2025-06-06,"6,043","1,710,698","56,507,040","17,185,171,030",413,562,"64,541",9.4%,3.0%
2025-07-09,7,엘리오,2025-06-18,"4,132","554,734","33,258,900","5,104,762,840",223,259,"27,252",15.2%,1.3%
2025-07-09,8,킹 오브 킹스,2025-07-16,"1,932","8,060","19,022,000","77,333,000",9,9,"2,435",79.3%,0.1%
2025-07-09,9,신명,2025-06-02,"1,870","769,284","15,655,100","7,333,825,660",124,143,"15,275",12.2%,0.7%
2025-07-09,10,바람계곡의 나우시카,2000-12-30,"1,501","53,209","12,699,400","504,836,880",82,88,,,
2025-07-10,1,슈퍼맨,2025-07-09,"56,911","150,862","570,423,280","1,522,454,150","1,239","4,405","691,694",8.2%,32.8%
2025-07-10,2,쥬라기 월드: 새로운 시작,2025-07-02,"47,093","1,279,813","431,694,100","12,177,036,910","1,188","3,567","492,844",9.6%,23.4%
2025-07-10,3,노이즈,2025-06-25,"42,939","870,045","413,017,310","8,413,260,210",849,"2,411","286,800",15.0%,13.6%
2025-07-10,4,F1 더 무비,2025-06-25,"33,258","1,133,559","331,986,450","12,331,013,000",806,"1,802","245,381",13.6%,11.6%
2025-07-10,5,괴기열차,2025-07-09,"10,012","23,437","91,435,000","213,641,660",578,"1,021","110,092",9.1%,5.2%
2025-07-10,6,드래곤 길들이기,2025-06-06,"5,682","1,716,380","53,395,040","17,238,566,070",372,490,"57,107",10.0%,2.7%
2025-07-10,7,엘리오,2025-06-18,"4,094","558,828","32,870,260","5,137,633,100",201,229,"25,407",16.1%,1.2%
2025-07-10,8,영화 코바야시네 메이드래곤 외로움쟁이 용,2025-07-10,"2,811","3,198","24,212,300","28,341,500",156,217,"26,840",10.5%,1.3%
2025-07-10,9,극장판 프로젝트 세카이 부서진 세카이와 전해지지 않는 미쿠의 노래,2025-05-29,"1,771","84,265","14,290,600","797,874,810",39,41,"4,737",37.4%,0.2%
2025-07-10,10,신명,2025-06-02,"1,636","770,920","13,941,100","7,347,766,760",117,131,"14,395",11.4%,0.7%
2025-07-11,1,슈퍼맨,2025-07-09,"78,140","229,002","808,346,860","2,330,801,010","1,227","4,434","695,912",11.2%,31.1%
2025-07-11,2,쥬라기 월드: 새로운 시작,2025-07-02,"74,419","1,354,232","705,558,420","12,882,595,330","1,204","3,766","522,779",14.2%,23.4%
2025-07-11,3,노이즈,2025-06-25,"58,791","928,836","585,997,790","8,999,258,000",876,"2,690","325,850",18.0%,14.6%
2025-07-11,4,F1 더 무비,2025-06-25,"51,431","1,184,990","530,103,600","12,861,116,600",866,"2,008","272,817",18.9%,12.2%
2025-07-11,5,괴기열차,2025-07-09,"11,500","34,937","109,290,630","322,932,290",569,980,"106,376",10.8%,4.8%
2025-07-11,6,드래곤 길들이기,2025-06-06,"6,406","1,722,786","61,184,940","17,299,751,010",383,498,"56,736",11.3%,2.5%
2025-07-11,7,엘리오,2025-06-18,"4,446","563,274","35,522,900","5,173,156,000",216,246,"26,875",16.5%,1.2%
2025-07-11,8,델마와 루이스,1993-11-27,"2,597","22,409","26,323,500","158,685,600",106,166,"21,232",12.2%,1.0%
2025-07-11,9,신명,2025-06-02,"2,099","773,019","17,953,400","7,365,720,160",118,133,"14,675",14.3%,0.7%
2025-07-11,10,무명 無名,2025-06-25,"1,578","56,401","15,858,700","530,333,800",106,122,,,
2025-07-12,1,쥬라기 월드: 새로운 시작,2025-07-02,"204,822","1,559,054","1,956,391,950","14,838,987,280","1,304","4,262","590,948",34.7%,24.8%
2025-07-12,2,슈퍼맨,2025-07-09,"178,255","407,257","1,846,572,430","4,177,373,440","1,197","4,264","663,123",26.9%,27.8%
2025-07-12,3,노이즈,2025-06-25,"134,909","1,063,745","1,334,444,760","10,333,702,760",926,"3,107","387,927",34.8%,16.3%
2025-07-12,4,F1 더 무비,2025-06-25,"116,073","1,301,063","1,196,152,480","14,057,269,080",883,"2,097","283,311",41.0%,11.9%
2025-07-12,5,괴기열차,2025-07-09,"17,592","52,529","169,499,100","492,431,390",528,808,"85,813",20.5%,3.6%
2025-07-12,6,드래곤 길들이기,2025-06-06,"17,546","1,740,332","170,102,510","17,469,853,520",493,690,"75,878",23.1%,3.2%
2025-07-12,7,엘리오,2025-06-18,"14,045","577,319","130,156,420","5,303,312,420",438,611,"64,276",21.9%,2.7%
2025-07-12,8,극장판 도라에몽: 진구의 그림이야기,2025-07-16,"6,258","6,564","48,801,700","50,943,700",72,126,"15,597",40.1%,0.6%
2025-07-12,9,명탐정 코난: 척안의 잔상,2025-07-16,"4,609","4,609","55,346,500","55,346,500",29,32,"5,022",91.8%,0.2%
2025-07-12,10,세븐틴 월드 투어 '비 더 선',2025-07-10,"2,361","4,293","47,220,000","85,859,500",37,37,"4,422",53.4%,0.2%
2025-07-13,1,쥬라기 월드: 새로운 시작,2025-07-02,"176,890","1,735,944","1,683,306,450","16,522,293,730","1,291","3,818","526,951",33.6%,24.9%
2025-07-13,2,슈퍼맨,2025-07-09,"141,172","548,429","1,435,543,050","5,612,916,490","1,143","3,661","564,270",25.0%,26.7%
2025-07-13,3,노이즈,2025-06-25,"119,910","1,183,655","1,191,105,860","11,524,808,620",879,"2,736","342,455",35.0%,16.2%
2025-07-13,4,F1 더 무비,2025-06-25,"106,175","1,407,238","1,086,345,540","15,143,614,620",871,"1,925","258,146",41.1%,12.2%
2025-07-13,5,드래곤 길들이기,2025-06-06,"18,443","1,758,775","177,521,760","17,647,375,280",469,658,"71,681",25.7%,3.4%
2025-07-13,6,괴기열차,2025-07-09,"15,419","67,948","145,309,300","637,740,690",503,743,"77,898",19.8%,3.7%
2025-07-13,7,엘리오,2025-06-18,"14,426","591,745","133,129,700","5,436,442,120",432,580,"61,588",23.4%,2.9%
2025-07-13,8,극장판 도라에몽: 진구의 그림이야기,2025-07-16,"5,599","12,163","45,586,800","96,530,500",70,125,"15,481",36.2%,0.7%
2025-07-13,9,명탐정 코난: 척안의 잔상,2025-07-16,"4,803","9,412","56,747,300","112,093,800",31,34,"5,213",92.1%,0.2%
2025-07-13,10,신명,2025-06-02,"2,580","777,701","22,511,700","7,407,342,580",89,99,"10,330",25.0%,0.5%
2025-07-14,1,F1 더 무비,2025-06-25,"25,372","1,432,610","258,670,920","15,402,285,540",476,"1,082","148,446",17.1%,13.2%
2025-07-14,2,노이즈,2025-06-25,"25,033","1,208,688","243,533,010","11,768,341,630",462,"1,541","185,379",13.5%,16.5%
2025-07-14,3,슈퍼맨,2025-07-09,"24,345","572,774","230,222,220","5,843,138,710",671,"2,204","335,027",7.3%,29.8%
2025-07-14,4,쥬라기 월드: 새로운 시작,2025-07-02,"23,981","1,759,925","222,312,760","16,744,606,490",622,"1,806","241,826",9.9%,21.5%
2025-07-14,5,괴기열차,2025-07-09,"3,727","71,675","33,688,900","671,429,590",302,473,"49,361",7.6%,4.4%
2025-07-14,6,드래곤 길들이기,2025-06-06,"2,927","1,761,702","28,542,340","17,675,917,620",225,293,"33,371",8.8%,3.0%
2025-07-14,7,엘리오,2025-06-18,"1,185","592,930","9,250,200","5,445,692,320",92,101,"9,954",11.9%,0.9%
2025-07-14,8,라이언 일병 구하기,1998-09-12,949,"27,283","5,879,800","236,842,130",59,68,"7,398",12.8%,0.7%
2025-07-14,9,무명 無名,2025-06-25,843,"60,074","8,075,400","566,780,600",83,96,,,
2025-07-14,10,영화 코바야시네 메이드래곤 외로움쟁이 용,2025-07-10,719,"9,422","7,066,200","88,523,700",129,166,"20,962",3.4%,1.9%
2025-07-15,1,F1 더 무비,2025-06-25,"32,066","1,464,676","328,431,410","15,730,716,950",883,"1,966","269,260",11.9%,14.2%
2025-07-15,2,쥬라기 월드: 새로운 시작,2025-07-02,"29,147","1,789,072","275,550,560","17,020,157,050","1,098","3,097","435,972",6.7%,23.0%
2025-07-15,3,슈퍼맨,2025-07-09,"28,476","601,250","291,699,840","6,134,838,550","1,096","3,391","527,117",5.4%,27.8%
2025-07-15,4,노이즈,2025-06-25,"27,846","1,236,534","274,891,500","12,043,233,130",805,"2,664","332,693",8.4%,17.6%
2025-07-15,5,괴기열차,2025-07-09,"4,284","75,959","39,794,320","711,223,910",454,671,"70,861",6.1%,3.7%
2025-07-15,6,드래곤 길들이기,2025-06-06,"3,953","1,765,655","38,218,600","17,714,136,220",360,456,"52,551",7.5%,2.8%
2025-07-15,7,엘리오,2025-06-18,"1,785","594,715","13,877,400","5,459,569,720",161,184,"19,427",9.2%,1.0%
2025-07-15,8,신명,2025-06-02,"1,631","779,927","13,316,900","7,425,619,380",110,128,"13,475",12.1%,0.7%
2025-07-15,9,전지적 독자 시점,2025-07-23,"1,048","1,048","12,328,000","12,328,000",5,6,"1,116",93.9%,0.1%
2025-07-15,10,무명 無名,2025-06-25,975,"61,049","9,042,900","575,823,500",85,99,,,
2025-07-16,1,명탐정 코난: 척안의 잔상,2025-07-16,"71,522","80,934","690,420,390","802,514,190",901,"3,122","476,682",15.0%,22.1%
2025-07-16,2,F1 더 무비,2025-06-25,"38,208","1,502,884","417,237,610","16,147,954,560",800,"1,838","266,880",14.3%,12.4%
2025-07-16,3,킹 오브 킹스,2025-07-16,"37,732","50,992","345,561,430","471,512,430",850,"2,076","247,902",15.2%,11.5%
2025-07-16,4,노이즈,2025-06-25,"27,070","1,263,604","263,894,440","12,307,127,570",729,"2,109","270,231",10.0%,12.5%
2025-07-16,5,쥬라기 월드: 새로운 시작,2025-07-02,"26,080","1,815,152","239,881,080","17,260,038,130",888,"2,106","291,432",9.0%,13.5%
2025-07-16,6,슈퍼맨,2025-07-09,"22,721","623,971","216,284,180","6,351,122,730",821,"2,019","293,656",7.7%,13.6%
2025-07-16,7,28년 후,2025-06-19,"11,122","361,365","108,086,300","3,243,528,260",71,71,"12,011",92.6%,0.6%
2025-07-16,8,극장판 도라에몽: 진구의 그림이야기,2025-07-16,"5,058","17,264","36,266,400","133,097,900",143,413,"47,565",10.6%,2.2%
2025-07-16,9,메간 2.0,2025-07-16,"2,905","3,181","27,028,600","29,662,600",427,692,"77,027",3.8%,3.6%
2025-07-16,10,커미션,2025-07-16,"2,688","3,063","15,861,500","20,461,500",127,211,"22,780",11.8%,1.0%
2025-07-17,1,F1 더 무비,2025-06-25,"37,882","1,540,766","413,543,780","16,561,498,340",834,"1,910","281,956",13.4%,13.4%
2025-07-17,2,명탐정 코난: 척안의 잔상,2025-07-16,"35,701","116,635","342,634,550","1,145,148,740",796,"2,670","402,943",8.9%,19.1%
2025-07-17,3,킹 오브 킹스,2025-07-16,"34,034","85,026","310,305,720","781,818,150",939,"2,138","261,320",13.0%,12.4%
2025-07-17,4,노이즈,2025-06-25,"24,865","1,288,469","243,051,900","12,550,179,470",721,"2,122","270,359",9.2%,12.8%
2025-07-17,5,쥬라기 월드: 새로운 시작,2025-07-02,"24,124","1,839,276","222,728,690","17,482,766,820",904,"2,103","294,240",8.2%,13.9%
2025-07-17,6,슈퍼맨,2025-07-09,"19,295","643,266","185,389,410","6,536,512,140",806,"1,917","282,610",6.8%,13.4%
2025-07-17,7,이상한 집,2025-07-17,"3,731","3,731","31,637,900","31,637,900",140,279,"34,847",10.7%,1.6%
2025-07-17,8,극장판 도라에몽: 진구의 그림이야기,2025-07-16,"2,978","20,242","22,461,300","155,559,200",146,394,"45,579",6.5%,2.2%
2025-07-17,9,드래곤 길들이기,2025-06-06,"2,242","1,769,551","18,870,550","17,749,399,130",127,134,"15,329",14.6%,0.7%
2025-07-17,10,메간 2.0,2025-07-16,"2,147","5,328","20,273,300","49,935,900",388,579,"65,271",3.3%,3.1%
2025-07-18,1,F1 더 무비,2025-06-25,"67,613","1,608,379","760,337,380","17,321,835,720",905,"2,169","324,788",20.8%,14.2%
2025-07-18,2,노이즈,2025-06-25,"53,284","1,341,753","535,545,120","13,085,724,590",803,"2,341","302,435",17.6%,13.2%
