검수(포함Y/제외N),유형수동태그,movieCd,제목,영문명,제작연도,개봉일,재개봉일,국적,유형,장르,등급,러닝타임,감독,미개봉여부,편입사유,요약정보
,,19991211,천국의 향기,The Color Of Paradise,1999,,,이란,장편,드라마,전체관람가,90분 0초,마지드 마지디,Y,키워드:천국,장편 | 일반영화 | 드라마 | 90분 0초 | 전체관람가 | 이란
,,20263783,천국이라 불리는 곳,A Place Called Paradise,2025,,,남아프리카공화국,단편,다큐멘터리,,16분 0초,,Y,키워드:천국,단편 | 일반영화 | 다큐멘터리 | 16분 0초 | 남아프리카공화국
,,20263785,"천국이라 불리는 곳+아미고, 더 그리오","A Place Called Paradise+Amigo, The Griot",2026,,,남아프리카공화국,옴니버스,다큐멘터리,,,,Y,키워드:천국,옴니버스 | 일반영화 | 다큐멘터리 | 남아프리카공화국
,,20251789,첫 번째 기도,The First Prayer,2023,,,한국,단편,드라마,,10분 45초,,Y,키워드:기도,단편 | 일반영화 | 드라마 | 10분 45초 | 한국
,,20250827,친절한 가사도우미 : 원하시는거 다 해드려요,,2025,,,일본,장편,멜로/로맨스,청소년관람불가,61분 25초,,Y,키워드:사도,장편 | 일반영화 | 멜로/로맨스 | 61분 25초 | 청소년관람불가 | 일본
,,20256716,카노아: 부끄러운 기억,Canoa: A Shameful Memory,1976,,,멕시코,장편,"어드벤처, 범죄, 드라마, 스릴러",,115분 0초,,Y,필수:노아; 키워드:노아,"장편 | 일반영화 | 어드벤처, 범죄, 드라마, 스릴러 | 115분 0초 | 멕시코"
,,20070330,카로와 하나님,Karo and God Himself,,,,오스트리아,장편,드라마,,94분 0초,,Y,키워드:하나님,장편 | 일반영화 | 드라마 | 94분 0초 | 오스트리아
,,20246210,카메라에서 천국까지,FROM CAMERA TO HEAVEN,2022,,,한국,단편,"코미디, 판타지",,5분 7초,허장,Y,키워드:천국,"단편 | 일반영화 | 코미디, 판타지 | 5분 7초 | 한국"
,,20265526,"카불, 구원의 기도","Kabul, Between Prayers",2025,,,네덜란드(1),장편,다큐멘터리,,102분 0초,,Y,키워드:기도,"장편 | 일반영화 | 다큐멘터리 | 102분 0초 | 네덜란드, 벨기에"
,,20248755,칼 드레이어 단편선,,2024,,,덴마크,옴니버스,기타,,,칼 테오도르 드레이어,Y,키워드:교회,옴니버스 | 일반영화 | 기타 | 덴마크
,,20155172,퀴스터스 부인의 천국 여행,Mother Kusters Goes to Heaven,1975,,,서독,장편,드라마,,120분 0초,라이너 베르너 파스빈더,Y,키워드:천국,장편 | 일반영화 | 드라마 | 120분 0초 | | 서독
,,20178667,크라이스트,,2016,,,한국,단편,드라마,15세이상관람가,10분 9초,박재우,Y,키워드:크라이스트,단편 | 예술영화 | 드라마 | 10분 9초 | 15세이상관람가 | 한국
,,20159252,크랭스,Cranks,2015,,,한국(1),단편,다큐멘터리,,8분 0초,"정교민 , 톰 위첼로우",Y,필수:회복,"단편 | 일반영화 | 다큐멘터리 | 8분 0초 | 한국, 영국"
,,19958861,태평천국,Buddha Bless America,1995,,,대만,장편,"코미디, 드라마",,109분 0초,오념진,Y,키워드:천국,"장편 | 일반영화 | 코미디, 드라마 | 109분 0초 | 대만"
,,20098613,토끼와 십자가,Peter Rabbit and the Crucifix,,,,,단편,,,13분 0초,,Y,키워드:십자가,단편 | 일반영화 | 13분 0초 |
,,20162067,"파고르 사람들, 브란트 사람들",Les Fagor et les Brandt,2007,,,프랑스,장편,다큐멘터리,,52분 0초,"앤 아르구스 , 위그 페레",Y,필수:회복,장편 | 일반영화 | 다큐멘터리 | 52분 0초 | 프랑스
,,20204265,패션 오브 크라이스트 브릭무비,The Passion: A Brickfilm,2018,,,미국,단편,애니메이션,,30분 26초,,Y,필수:패션 오브 크라이스트; 키워드:크라이스트,단편 | 일반영화 | 애니메이션 | 30분 26초 | 미국
,,20195728,포트레스 오브 사일런스,The Fortress of Silence,2015,,,콜롬비아,단편,드라마,,17분 0초,,Y,필수:사일런스,단편 | 일반영화 | 드라마 | 17분 0초 | 콜롬비아
,,20218796,하나님 나의 아버지,Epiphany,2019,,,미국,장편,"드라마, 가족",,85분 19초,,Y,키워드:하나님,"장편 | 일반영화 | 드라마, 가족 | 85분 19초 | 미국"
,,20197420,하나님 앱,The God-App,2017,,,독일,단편,기타,,4분 58초,,Y,키워드:하나님,단편 | 일반영화 | 기타 | 4분 58초 | 독일
,,20190351,하나님과의 인터뷰,An Interview with God,2018,,,미국,장편,"드라마, 미스터리",전체관람가,96분 46초,페리 랑,Y,키워드:하나님,"장편 | 예술영화 | 드라마, 미스터리 | 96분 46초 | 전체관람가 | 미국"
,,20203503,하나님의 리스트,The List,2015,,,미국,장편,드라마,,114분 40초,,Y,키워드:하나님,장편 | 일반영화 | 드라마 | 114분 40초 | 미국
,,20137809,한 번 뿐인 내 인생,Zindagi Na Milegi Dobara,2011,,,인도,장편,드라마,,155분 0초,조야 악타르,Y,키워드:기도,장편 | 예술영화 | 드라마 | 155분 0초 | | 인도
,,20240375,회복,Resilience,2023,,,한국(1),단편,애니메이션,,2분 32초,,Y,필수:회복,"단편 | 일반영화 | 애니메이션 | 2분 32초 | 한국, 미국"
,,20038196,회복 가능성,The Odds Of Recovery,2003,,,미국,장편,다큐멘터리,,65분 0초,수 프리드리히,Y,필수:회복,장편 | 일반영화 | 다큐멘터리 | 65분 0초 | 미국
,,20068744,흑인예수,ColoroftheCross,2006,,,,단편,,,0분 0초,,Y,키워드:예수,단편 | 일반영화 | 0분 0초 |
